row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area
3444	8.55852974242362	8.71431547789395	9.83150302561839	9.73519974481042	8.50553680544651	8.39608194827111	6.82716932196655	7.28434826863758	6.5457251983891	9.9837200554261	5.1568237263305	10.1780344033693	11.0922727191106	12.1993467126865	9.78975763562745	6.23981535277052
3445	6.10379533456869	4.47637183818778	7.17735260132933	5.94252814652343	9.2625933764281	7.71120181776048	2.36166140823779	5.88018993030342	5.35067726825417	8.44880290308276	2.88815256713081	10.48325502907	7.21525859922463	10.6487615684744	5.0146141972349	7.23124686785845
3446	11.3009891294222	11.4710421156646	10.4933802016532	9.99217551911919	11.2031623123306	10.5695574929819	9.55570112824267	9.75754393000431	9.03748135331867	10.06335199752	10.1014790880533	11.8065559441003	11.6944463527268	11.3011260414325	11.4581228262931	11.9427557776018
3447	15.4375523651591	13.9066542413254	13.2318219124999	12.8011272271919	15.3384275136877	13.0852034229469	11.8786325125128	13.379939634771	14.688076285654	13.9972053051168	13.2274557712235	13.337637884961	14.0698751673324	12.5950956351227	13.6002440003372	13.4203862526312
3448	10.2724730110152	11.9853594564018	8.5741303107285	10.2431215776903	10.5934310097208	9.85518203054055	6.03903016449896	9.03546709876813	7.97259638489644	9.45837930610062	7.29095603791418	13.6867300673672	11.4567968504112	13.4877229534764	12.4068342913956	7.78722190102641
3449	10.9939260524507	10.9139905981111	9.56437600271554	9.34483143724448	10.1228457316542	9.80047978184322	9.20478768198001	9.32622149337934	9.54305319508418	9.55713428170429	9.6737894478886	11.9726185026712	11.7389959258151	11.3290269529716	11.6550923723719	10.7710946124801
3450	5.86687136823923	3.37403283818362	6.08185222942172	5.47197858185196	4.00835331011381	0	0	0	0	10.7095994073668	0	11.8334961629497	11.4800273797963	12.9921021603783	8.21838962399619	0
3451	9.28705438199127	9.25938407540257	7.84616010295613	8.52763947852236	8.57455300488036	9.51770067072961	7.19471949141544	8.97024075612356	5.62397430939994	11.0598692544816	7.72585256437828	13.7873368106729	11.947648072577	14.3223464503891	10.045841726575	8.70162175965854
3452	7.36372273573337	9.39198547816472	8.16079341715346	8.81217310908739	10.5739989469374	7.22842930656068	4.12808087395707	6.25047640031488	9.02441846087699	10.1203809792961	4.37127223877283	12.2643842837346	9.54718057262813	12.4467931562585	12.2869286696341	8.46145072738497
3453	10.184046580634	11.5934101799411	10.3218857688515	10.2727584287559	9.62345028456419	10.9166576594073	5.89870591893636	6.07297973991528	10.307004274421	10.6641116257646	5.970534942384	15.2484979323077	8.65243097375464	13.5262122217307	11.9512447197873	7.39779699659246
3454	6.68454256869763	8.04985164301238	8.77837492800307	6.82541151820744	7.5455196286877	7.02266384487968	6.71729594312147	7.51119550954277	8.38585841006223	8.68213450499211	7.27569997628206	10.9105367830163	10.661676766367	10.0554605860782	9.38127074088196	11.0497333849295
3455	9.59236328900928	12.6450037175099	11.717927088763	10.577026744104	11.5524349192985	11.289207663428	7.89917746373194	9.52502171540437	10.6262955937969	4.7030204819237	6.612195610177	13.5124676971895	7.73529143607435	11.2172261578676	9.7657797691243	6.64583795600473
3456	9.28424696190787	12.1287020746033	10.3716112492317	10.8992707755438	9.9041069455921	10.8497056605113	2.67131202878338	2.91097233962683	6.74684716984794	0	0	13.7068403781287	11.2573926052491	10.6127529311242	12.671250849075	4.23405399598856
3457	9.36792575953832	11.1859361483075	11.7781145708159	10.875854564154	11.8869036614402	11.419796534136	3.42717836775377	9.10901014577427	9.97337704807487	11.4748279168713	3.84673482045076	14.3816849065629	11.6281398017302	13.3113404777766	11.7466993928585	11.7126407844014
3458	0	13.1853490325634	11.7557762259953	11.0125274977711	12.4981429647772	13.5694586854191	9.82940580033654	9.63312745409996	10.6911666452003	12.7432784753315	0	11.0676422928876	10.1738054688635	13.192414570207	12.1414154655314	12.5905262533522
3459	6.06445908397629	6.64901145873006	6.93180413062011	8.08824536742176	10.4081797168004	9.16867422328692	8.94209053160223	9.59845206100211	9.52374091961401	11.6364487654541	8.77550403163995	11.0967091790304	7.22142008130778	11.9308930305856	5.19245721878767	5.19913968083663
3460	5.09012714384782	8.02728534352112	6.06029644779036	10.5785906059293	8.60015116691329	11.2319202109214	7.10839146741307	5.92284484058965	10.7500151242568	11.6528016555627	4.99995695181214	15.1367345209031	6.93684496045457	14.3982634328503	10.7066261960114	7.40197357022241
3461	8.02326086838933	8.25502822290846	8.59426902968121	11.6244871722449	11.7105263377631	11.4533295033278	8.48954641716676	8.38587502189197	9.06230737361015	8.53057092504607	9.66591829186587	11.680524870546	10.0008067746629	13.1416871724528	7.67507822020715	8.34446872373464
3462	8.60114013174331	12.253116124388	10.3769479548312	10.657272823048	9.27695559600387	11.5013826944338	0	0	3.67210399862124	5.87057987412314	0	14.5008063031737	11.776118398989	13.8976767232769	12.6469758260441	0
3463	7.41624217081877	9.50014695769283	8.08089414332474	11.3400589674238	11.9294682327531	11.6779962317634	8.38402264639282	6.74140314166823	8.66554813238371	0	8.39622763704135	13.0646121585754	0	12.1662062839489	7.8630465426242	2.57477688954064
3464	12.1456871947581	11.9561860072736	12.1198483615049	12.1809855026152	12.0027565860294	12.1217659513833	12.1826693851013	13.1634064821915	11.4486747288115	11.6495212697272	11.5920343538695	11.0275816345206	9.61761653884461	10.8246324894367	9.95539327240669	10.8779490005432
3465	7.46600598077469	9.2083453298179	7.01849467599034	7.08204249530655	9.84683685960126	8.32355916816144	7.44032809131246	6.86647168915273	7.42664459177002	8.82518122233839	8.05690037233278	8.87623271434556	8.83732771504278	8.89061926529143	8.18527872150638	8.53318711973436
3466	6.46116805013899	6.430947984269	6.38195572915269	2.20760996760858	2.27813485571421	5.3566046992799	5.15494506088201	2.34488664773134	2.43324996903659	0	2.77021241860128	0	6.69751887243186	0	3.56628750692304	4.49482741868207
3467	6.38003109880301	5.27714886422415	0	0	5.23770036888406	4.49027208039205	0	3.45571577072824	5.63554258652065	0	4.75571716021282	0	4.92593287183833	0	0	0
3468	10.8295992381105	10.7814907363672	6.55826040287339	2.46491268116868	8.26074324689414	6.20081708518474	3.74638612826528	5.29351551969032	5.7694528695204	4.71723011026425	5.80388141838402	9.39622806941453	10.5627115479979	6.85724265816241	10.3335239231436	9.20308823969955
3469	10.1675159809513	9.77119196353518	5.30884589856329	5.84643049351596	6.33768091295224	5.61877474159107	7.96555088657414	4.84338361687113	8.63060262554378	8.61704032623416	5.64019588353029	11.3040866027133	6.58385569340178	9.82821247478985	6.42062808432976	0
3470	7.86019981857713	5.51133823211668	5.54005445845642	7.64353651039069	7.94371960362615	4.69604112861334	8.75566451939682	9.69874830648665	8.56870099725133	10.4637210856715	8.56990319689232	7.67334430976921	5.03783118634284	8.83043271624086	7.13226034141111	5.36143161561865
3471	0	0	0	0	3.40533992391406	0	4.90368993256372	0	0	0	3.30156366078543	0	0	0	0	4.39537536943092
3472	2.82113142170507	3.61072274109937	4.04650771588368	3.4457295177283	5.89998701864257	4.17723239028354	4.06785406756752	3.91607634265935	4.64585191932802	4.99764004482017	4.66599605270345	3.81747482244979	4.25714457374005	4.3221639986745	2.87515451564246	4.43837908909574
3473	3.57724603350616	0	4.5375343901265	1.94531549677486	0	3.83594784204452	1.50052667800215	1.45138736369156	2.40656730378308	0	2.31588915851589	0	0	3.00938459384848	0	1.46912949673704
3474	8.03646784854262	7.61488248221391	7.93782864406997	8.70827836988629	9.31601046782105	7.89051721437097	5.97783468064081	7.86103887580352	8.6357454864438	7.74272232875739	6.34460200062666	7.5815697659485	7.40553098256171	7.88808291239104	6.45379925677496	6.92365214433984
3475	5.58570018217042	6.38947786166181	6.10888659102374	5.53812309183405	8.35244827612538	7.92869730841319	6.12928179273279	6.50311895605171	5.59184879353264	4.61940175939758	4.91558637065844	6.48142172265228	6.7323356173688	8.27294856119829	4.35422693263096	4.21868060569316
3476	9.62645851160853	11.5222862338363	5.87625692911802	9.73443668206461	10.9606254481076	7.42048381070127	6.3210266520375	6.76939086774575	8.6841267931182	8.94700756240113	5.85094035276555	8.64456169629357	7.62725478733019	11.1158710197509	6.05413659882035	2.41279662513015
3477	4.89185064916762	7.35528981150752	5.09260923990101	6.26043481820545	11.0276487053432	8.91319717213244	4.88675345394996	6.44392583441493	6.14822631589886	6.38819852254264	4.52333420895465	4.4501127660202	5.79442998298661	8.66048620297298	5.25877177068312	4.57873755899701
3478	3.06734799013278	8.03378730179318	8.49942881573703	9.28424178843803	11.6708413091256	9.9130218195749	7.85864750774323	9.11735562743925	10.0391023495806	9.16015297105779	6.76186185660951	7.59276729458402	9.8815093214312	11.4045692939637	3.13084612215401	1.64309555526981
3479	0	0	4.08686001425619	3.32318772770145	5.85225457152331	3.91476998713504	2.22814092482241	3.88460083396029	3.89186797813598	4.84865423449688	2.99673469009932	0	0	5.3150216025427	0	0
3480	6.79011754655768	5.20561961090717	3.45512335622692	5.04055441345921	8.40640765766871	6.91810312774294	6.38403422258146	7.26686062288626	4.6626747157413	7.26617911929348	4.78537523973511	10.5862643945559	8.40345648735239	11.4743362089026	6.20230492238917	7.65738760266328
3481	3.25618762802652	4.5083700971232	2.73426187890028	3.73567354364684	7.33428241771497	5.60656306425318	2.48760126042071	2.66403959142166	2.94698760330345	3.44726906197103	2.36203339556826	4.77522242217116	0	7.25160401783193	2.60017246701612	0
3482	6.78115791376147	5.96165691557493	4.29492856836291	5.2893435682745	10.7424520718948	5.52236481716001	6.17893203154539	8.90413363067499	7.56377031998996	10.1589389849021	8.3581527000456	7.79639792912313	8.82303913326107	12.678746574979	8.51871451086529	6.58270807675952
3483	10.5621204004638	10.4480789103837	10.1510384039725	11.0492747696906	11.5770635649592	10.2187045430247	10.7388293393206	12.4350629451753	11.5919615729243	11.9523685533787	12.3580009072651	10.9829575250235	11.5983089064001	12.1710703652119	11.8472285546836	11.4988991112758
3484	13.829702011185	13.5239585260667	12.8823902287528	12.2819319844503	13.4340134506165	13.6361362388465	13.5265174896486	13.9773817481869	12.9181491076602	13.8753941433815	11.9871525810539	14.3470025514842	13.5986192864495	11.922472466539	10.777879988448	11.8384681054913
3485	7.08820748474495	9.34521643398349	5.9536417934774	11.8928391200344	14.0212831913898	11.0889365329277	9.97851815818983	9.62313906703115	9.46923057491774	7.75783005470452	5.50817636193171	11.3017445324498	8.1580850840567	11.8007831252006	9.18487004113072	5.25367019874838
3486	0	0	0	0	3.84374460057646	0	0	0	3.78705320492505	0	0	0	0	2.91364797948162	0	0
3487	0	0	5.33900147484383	5.35691021080317	8.76457916400377	6.43506187390409	5.08915766567085	8.06471592541386	6.63887660840997	6.38223565925397	0	0	0	7.16891805266361	0	0
3488	8.17960282400381	10.0125865903349	4.53168290170461	3.32121673255135	8.14626015744005	5.43118512484053	4.46711748687064	4.4921168528493	3.99116731920802	7.32125624282023	4.54122601367832	5.45251980383461	6.78753472010973	6.52407798865701	6.42593083578095	3.59204150086791
3489	4.40615792388763	4.33117639595426	1.71477741932834	0	3.22484279351335	0	0	2.26185672263529	2.10357860967591	3.47789776528219	0	2.78680713042702	3.42590523292002	3.16974474636785	2.58674204955451	2.41476690355406
3490	11.7702534726066	11.9502733092361	6.15033390996187	5.12244139282453	10.1324191716544	6.55227790372419	7.38012730252835	8.92776856195876	5.58439520768066	8.14161401835404	8.24046676257047	9.97846724329784	8.65257122224586	8.34837630881061	8.4264330448728	8.87598400356226
3491	5.61175846143534	6.26843044695107	3.33504980356191	9.44773211120302	9.25215806078516	7.36669802645475	7.08507997806403	7.96061461518775	9.64378507935594	9.54151271184691	5.18242314974794	8.57300397695826	4.22289709928424	10.0091158284159	3.84734514110264	2.57206672525152
3492	8.97851746935645	10.0941797459518	7.15365390297322	7.37217508725537	9.81456941124416	7.21294248735027	7.75248980207232	8.12570359671163	7.56930974635398	8.07131686564744	7.92562402562967	10.8154648185783	8.72958062358182	10.1590105410126	8.3907671544077	7.18239637452384
3493	8.25852793231325	10.0941797459518	6.94558542047425	3.64496014421972	9.81456941124416	7.67233866918068	6.19703787397539	8.25568780322891	7.56930974635398	6.99900703844007	7.92562402562967	9.8521775079891	8.72958062358182	10.1590105410126	8.3907671544077	7.18239637452384
3494	6.69912564201348	5.99566578771638	0	0	0	2.88358231503963	4.61685816129837	8.11654592380124	0	6.07264963576562	4.65457905176429	5.72546793931473	0	0	4.8318578844555	0
3495	0	0	0	0	0	0	2.32981433313742	0	0	0	0	0	0	0	0	0
3496	0	0	0	2.54634515194848	0	4.96721181701872	0	2.18709837882256	7.81158895115845	3.9133983585692	0	7.49825855113646	0	0	0	0
3497	5.89752009955174	7.31032287225489	3.28955833828606	3.25678933133048	6.45241423064471	3.49323887850595	2.79617539235575	3.65714258180148	6.04955699301302	4.49085091131341	5.86284061091792	5.21225713084415	6.39894415272453	5.11006502672439	6.29858408796589	5.23443081210516
3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3499	0	0	0	0	4.63412331966087	0	0	0	3.34227281297688	0	0	0	0	0	0	0
3500	8.03453712525596	9.3024307221303	7.22804388277186	5.44011015222238	7.70866618838795	6.70372103371105	5.52814200107868	8.06589634346238	7.9474989375898	7.76048643870364	7.85565731799992	8.99216800533859	6.58295736952016	7.77904097642557	8.25449115229171	8.34480580055715
3501	0	0	0	6.11928301360833	10.3653039508216	6.41213380209566	4.25244733242526	5.49542728538121	5.60450737917276	6.51406124931458	5.19641231404635	7.07419993895364	0	10.130734994886	0	0
3502	7.26005147173396	6.6170639461387	4.67376083327613	4.51923790855738	5.53797321272076	5.61453210174347	5.80927048683174	5.12289189482873	5.50106001502975	6.55393518761236	5.37865312657546	5.17266908105232	5.53392208607673	5.69197248211185	4.34969958569726	6.66299314887342
3503	7.45441040111845	5.74019948544917	7.26389734003921	6.30267290170059	7.46089694447264	6.2585109454938	9.13444700059581	6.11740273126624	7.35250087795498	6.35500791998078	6.74414081818422	9.28998092254529	7.47695795294607	6.011824114569	7.32233842349248	8.3600114891909
3504	5.74794286455663	5.78778064826543	6.36474610923474	5.32681162691652	6.56564062616726	5.78691898059408	8.51658632947791	6.59536600544948	5.57560581907842	6.37994621363799	6.36859921117375	8.65132785058021	7.08852831001522	6.82118962941233	5.8245904605518	8.21258111135238
3505	11.4801535301569	10.5484000822928	7.27799370905865	6.67776256843241	10.6593172728556	7.01719698852349	8.94064640341234	10.2421257476974	9.68522521399882	10.1674455127062	9.49946643488415	9.06446018917143	10.4642033236398	10.2812828509301	10.7115871394587	9.83557624601153
