row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
2150	154848.3878	292725.5012	134104.4747	88450.03763	51782.61626	71085.07488	120824.0997	52964.03643	1044640.89	409906.4322	396957.0884	222409.1544	128726.5788	286267.0124	304200.0781	159279.9946	566077.8029	302304.1005	174731.4236	61259.34721	80031.03402	99365.27333	748533.7716	197246.7634	116364.9241	411555.0389	172755.4086	356363.7277	78623.43493	54769.46226	311529.907	108614.8127	147817.7233	258532.7553	346267.7124	242946.7902	130161.8133
2151	71970.01191	392744.7417	134104.4747	88450.03763	51782.61626	40148.20858	149189.754	52964.03643	1044640.89	409906.4322	396957.0884	222409.1544	192073.1521	201676.7137	304200.0781	159279.9946	566077.8029	228577.6408	259562.1015	169928.2229	135394.3836	78240.29145	748533.7716	244558.5653	261509.0874	436190.5246	87431.86098	482815.6567	78623.43493	93460.49393	120942.913	108614.8127	147817.7233	47581.03596	181251.2438	334169.1585	97057.19597
2152	0	0	0	0	0	0	0	0	0	0	0	0	0	1281.763605	0	0	0	0	0	0	0	2229.436225	0	1785.187141	0	3386.2743	21264.73605	14454.58053	0	0	22702.41433	0	0	0	3057.091331	3737.314274	0
2153	0	14687.53909	12577.60642	0	815.6785212	0	0	2983.820243	0	0	96665.45346	0	1567.606905	68141.97172	0	0	0	42975.64364	37008.54367	14804.66056	4702.808553	0	0	8886.917815	62437.03181	16709.38275	75167.40851	89225.42935	11516.16079	0	48223.38038	3076.438642	39031.98171	5084.02204	0	6145.412951	7687.691474
2154	1886.415742	0	1138.188681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5160.792978	2527.295806	0	2877.740847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2155	489612.2312	309900.1072	400395.0726	187783.611	76329.32824	112910.8946	283027.7988	92558.70385	1129740.15	326196.2878	606527.1678	410134.486	478338.0695	169859.7589	749053.7409	590219.9381	543192.0851	512155.6422	235143.1813	194762.0512	287261.7826	388116.7036	649217.4823	279316.4787	166202.0832	256603.3675	81033.51155	158793.5589	62449.70909	174270.534	352679.4132	171319.8256	139215.7149	348226.3474	912885.7626	364558.4089	277497.6313
2156	46902.72932	58500.35165	28222.44558	10265.43694	9495.239128	4705.456048	28664.62687	8588.305099	158850.9991	36852.19086	54778.33163	90158.68683	51453.25579	43585.25491	113155.2771	109405.313	104624.2724	45033.37428	25450.48697	21477.02572	40139.93964	63154.49149	126330.9792	48596.90077	17323.68156	55211.33593	41769.59288	72767.28075	13501.72338	48299.56614	48483.61716	14942.96153	21692.65798	22209.10173	81529.34205	68006.55963	6573.131396
2157	62305.88206	4429.683442	18052.8984	37366.60833	25345.40468	12711.70583	10448.2909	18344.33828	11428.5801	6180.622546	5992.765246	8044.913199	3807.476005	67381.16348	8843.973097	25549.35169	8066.529091	265782.4709	63174.16241	8001.831203	61797.35475	35412.9123	34987.59898	148030.8757	103606.5742	102292.8114	50045.48798	248858.7566	24093.46349	196988.6144	232538.9891	26361.03241	66763.12491	16431.26944	12825.02493	23900.86088	14587.67307
2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2159	629609.3879	1096496.656	778567.2655	489608.511	509222.276	232746.8244	444843.0684	428538.1646	1935705.79	1058883.838	1908787.792	1484820.114	817544.7357	186145.0905	293936.5885	410822.2702	1346654.692	731679.5813	531930.6265	459170.4045	329726.2605	227481.4046	1451129.652	2506736.766	1175013.694	601658.5377	860348.9358	483598.0302	535203.5076	1159625.962	1317407.885	371954.6563	393154.953	1099010.499	1200788.403	760030.0668	1208319.807
2160	5669.565189	3938.200775	1830.109305	0	4549.445824	2801.897199	480.1066769	959.6546103	3484.145212	811.1586245	2668.88522	677.5952801	2146.44906	2111.760549	4137.707637	5532.575251	0	3202.269626	1048.20547	590.8340049	3658.776916	5129.820937	1084.176853	3791.900075	1323.845887	2549.751805	2474.3396	1676.439706	0	4396.108287	56569.91962	0	9861.999816	6110.172273	38497.55358	2507.942074	937.7010753
2161	27511.61175	366118.081	217777.0301	20768.40163	226784.1956	68052.30528	88723.90922	118521.2735	83723.05155	79390.16081	90539.63723	148887.2117	215192.5673	46549.86061	40288.99639	96567.12315	34106.64962	58357.53836	46893.67335	181653.4743	90613.87699	257086.8426	142339.6701	2724631.681	485531.2851	2877367.427	827457.7743	1984159.693	265340.6499	451473.6944	3520564.901	308195.3345	1212565.168	77666.7785	76901.25996	901071.4449	165220.4178
2162	1215.711869	0	0	784.7849589	0	0	0	498.5494285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577.513728	0	0	1653.381135	0	0	914.6465489	1149.329048	0	0	0	0	0	0	0
2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2164	106620.786	142308.6309	167542.6232	84317.96673	159456.1896	42148.93916	64506.34346	57742.99291	314880.4595	89784.55142	186037.3318	172331.0879	117760.7416	28767.88046	193148.4181	178207.6314	391411.2107	113646.0361	45243.21564	77693.1865	86601.62154	69111.76912	234350.0873	136981.5555	246457.8708	89548.80879	104199.5788	100374.8405	8183.312167	179128.0971	847153.1284	52882.34802	110800.1795	70689.76205	244256.2371	51100.4497	41873.24418
2165	32811.93714	63783.22875	38224.89632	12743.78787	19499.48933	14677.72815	10656.19103	10519.34474	73591.48675	43357.22786	160276.178	94659.37929	15842.96791	5195.911348	211842.2846	39939.01716	89801.15746	74766.94998	11017.05533	10892.11895	14018.42459	29419.35317	45144.83732	61497.12685	66681.28436	24301.47227	14500.94812	34204.74156	15595.55648	54500.36341	123649.0364	9288.20876	25970.05436	44984.64516	73223.35013	17473.11878	27033.02887
2166	6878.643465	8648.975261	2857.962472	4722.937543	3618.577751	2789.904718	7001.036322	6802.858719	19556.82376	6554.360524	46527.86901	9083.834298	4152.240784	2198.069411	14178.62402	5946.718237	9208.749459	8475.272979	6907.341879	9189.180242	4943.986045	12554.33138	28226.43209	8172.112995	5536.901473	4174.934643	7201.998665	4860.194788	0	11651.82274	11065.35789	1058.798788	11034.5642	5711.529988	11360.90141	10894.12626	2076.28591
2167	16371.69772	2346.414023	1420.107708	0	1797.470803	1314.844875	1370.822711	666.2615773	10674.51859	11998.42411	8095.973441	4630.107157	585.9911299	3706.145743	1812.491599	5082.534576	5170.368954	5441.895512	7337.513625	590.4958983	3160.693255	14334.2099	891.6672692	1445.373538	3688.95047	965.7157506	1708.491703	3956.776544	1628.211286	2519.435152	7794.540843	3581.812328	3119.617302	1181.351705	4868.178977	10171.39055	1060.716565
2168	202117.3179	37850.81319	4952.160124	26079.78047	9307.554805	6299.413194	104849.8387	10321.19426	219786.437	66889.1973	149456.6287	132434.3483	142353.7073	100724.2002	227018.9544	155139.1621	276832.5435	78092.41476	126336.8129	76466.33726	49907.87096	91945.0566	234804.4864	45140.82048	37270.20611	38393.23362	29863.57967	112996.0737	12871.98029	62142.93165	83021.94204	13126.39706	59541.66139	22170.44024	100789.4045	16267.92955	11473.723
2169	1247.609063	0	0	0	1395.688897	736.7380196	586.5028449	2227.374111	4311.591721	0	3489.965376	2736.898739	1913.424298	1376.77435	0	1631.844054	679.8716515	0	0	2102.486002	2868.840145	850.9322174	0	1141.63654	1081.677747	1527.05024	2281.359366	7532.894955	0	530.6257643	1407.427615	943.8202935	5894.746125	0	0	0	0
2170	0	0	563.6401888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2171	5806.417946	6886.811159	3018.675307	32353.73852	31737.43418	3719.706011	13739.29624	14537.4746	5727.268901	2036.891194	9821.834835	10244.24058	3781.57139	1683.755788	17164.53471	4736.390507	7649.996757	29132.3067	1575.465111	2800.924364	4935.151423	3854.136073	15622.76162	64636.10361	34197.25768	46001.80778	13612.84093	13074.04399	10878.11653	87772.27301	157064.2513	11361.83218	47989.56731	2721.380302	21202.44998	2401.490126	2156.884785
2172	19325.48004	8447.891082	1912.586816	1006.427239	752.5801455	631.3509939	5107.494164	767.062669	6216.791282	3026.421023	1084.077202	1915.346622	0	4983.088438	4726.796538	4638.222381	1149.679464	2511.621934	5933.82534	1733.844292	5484.024854	12900.80426	5423.484339	0	8066.439657	20282.86603	0	713.4727692	1574.040645	2751.363123	4807.405754	711.5778782	2667.897635	5389.32437	4125.75189	3214.300814	2361.294079
2173	37602.05791	18790.61673	6669.354593	8060.831296	9835.519605	5678.525844	12057.58041	4778.598	37512.0047	43601.30304	59369.73733	11722.16912	15933.45905	16072.33313	21953.89852	10565.55093	33495.79817	29874.96173	3548.173811	12734.89473	28025.6153	6665.998169	12606.51163	17721.40645	8192.171195	6084.473747	5786.449274	12486.10386	2136.109103	11696.04986	10537.37496	3094.726059	3912.991428	12488.8124	9175.479284	5839.081644	5920.326523
2174	7322.856073	18790.61673	4800.870282	8060.831296	9835.519605	3699.172409	3609.312205	3328.381719	10107.56205	3342.305187	9723.782056	8744.306086	3795.228766	9651.326075	3370.913899	10565.55093	36072.43798	7922.153701	3548.173811	5398.360908	4439.053469	6665.998169	4474.912417	83695.44265	29877.01448	6084.473747	2451.485341	3664.130868	3488.210582	7390.904746	15477.1364	6734.456188	25728.92723	37149.32338	18480.39232	5839.081644	3770.966956
2175	978508.2681	1916084.312	1612205.35	551922.0923	547988.04	531902.2005	611617.7038	403716.693	1982026.58	1053127.891	1323973.326	1411586.881	1515302.19	419275.2142	1650663.649	973385.9733	960444.514	4543949.549	1433536.665	295669.8846	514354.8255	630530.1809	1419925.662	3592061.925	1383914.305	1234532.737	918233.7604	651266.9837	740292.1695	1091960.349	1306926.799	652140.1149	843893.2888	1003156.456	1534245.881	1689795.065	2105159.461
2176	0	0	0	0	0	699.0779045	0	0	0	0	0	3671.438927	0	0	0	1213.696929	0	0	751.7974795	0	861.4790423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2177	3092.034514	12366.17763	5695.150686	13636.1136	0	988.2127335	5868.791659	10255.61918	3254.54505	4825.116233	0	0	2401.443714	1244.005873	3139.847709	906.879007	0	3583.014838	1077.200893	789.381282	1553.892023	1322.513888	4765.226997	7547.83208	8218.602431	1303.168798	3323.310645	2697.468346	1349.617137	16042.72135	3670.241178	1633.562562	2549.595362	1501.523922	8198.153525	2556.798737	883.2986611
2178	136092.371	121097.7305	65321.46669	137470.4404	82098.6885	90601.74971	197077.3988	116344.7392	321122.4621	136123.4495	279438.7271	393157.5389	86078.38984	89976.25804	243269.9266	328095.2328	443106.7966	177975.6275	77319.56944	77265.11526	132900.8322	142685.3995	433504.0076	67842.16961	50229.0702	38635.83163	16699.66902	70210.33066	10403.62974	113689.6706	182993.6776	88715.0913	58549.58979	81155.15895	194796.6174	90513.60588	49977.843
2179	1347.924372	1298.762389	1007.917648	895.2254736	823.5689228	849.1996737	1745.477678	840.5697784	5227.292767	1315.276905	9766.21361	4974.943792	2208.12895	0	5174.847907	8797.141273	7539.429431	2740.865569	919.269755	2579.639344	1605.789774	2846.002057	8301.687225	2637.821485	1169.878737	1387.388781	894.1239767	1295.216608	0	3667.223891	3243.336872	981.6956431	1369.831341	2138.184702	5484.319626	936.6369138	1141.421946
2180	6279.037157	57474.69159	41900.709	12338.99088	27591.73122	6849.492389	12685.01775	13798.35585	55353.61883	76869.62414	157476.3404	56175.29338	20183.91744	3241.317041	41174.40891	63169.21639	65460.10935	9961.970922	5846.980803	11327.07562	14093.56592	20292.66797	77718.27359	49330.48304	34984.03527	16749.3824	19157.34936	7730.004683	10640.13427	27800.32564	41324.49612	18839.53583	59483.6956	9640.973738	86674.30857	11715.401	19095.7181
2181	13554.49361	21638.51255	11851.75105	3009.143527	6044.579405	1587.320745	3374.630661	2071.850321	23340.38078	9708.203376	23452.55573	25636.63202	10439.27874	4379.034481	16077.35483	14125.3136	42689.19862	13570.68447	3904.589256	2326.872429	2546.00043	5947.423795	37770.31912	9322.644983	6494.649601	11015.12567	4629.738691	7645.118976	2362.131066	8496.703205	35792.65238	3598.685653	8718.428026	12460.73518	28458.36587	23653.18104	6373.229617
2182	1915.819092	1860.021115	655.9330703	0	1340.086342	0	1006.97878	2713.776961	0	0	2649.682893	4109.141476	0	906.7366558	2807.632586	4927.575967	4962.514676	2003.008668	0	0	1041.451421	0	3354.035993	3828.192625	1272.626709	0	0	0	0	1335.716807	3734.264741	3184.32443	1098.962229	0	6751.60717	4904.912368	0
2183	0	0	0	0	0	1686.931422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2613.785486	0	0	0	0	0	2193.613818	0	0	1232.212824	0	2661.112355	0	0
2184	3786.868332	21750.04068	19183.85698	19844.20894	9899.176132	1445.031821	6999.683993	2344.184794	32843.72901	18605.04888	38112.59567	26767.05021	10982.49814	16505.4089	46002.4928	20395.69539	31738.89431	9033.09611	5285.085244	2409.524921	10371.29201	6587.161442	32176.38195	29942.77443	12354.13738	15655.19321	8991.522789	10563.75134	3144.009439	9338.327806	21650.47601	6846.726646	6589.953106	9062.479903	17353.88093	10554.48636	11644.46284
2185	47065.95689	74382.813	29636.79985	20662.68085	57476.93346	11805.5223	20273.69014	43914.28897	57078.49939	19466.63924	86143.21961	55609.39893	62269.85867	12643.12033	90668.67443	78892.5606	106008.7046	18689.63408	7876.540094	4473.552827	25535.08106	13042.71851	75118.33743	77950.38414	76298.43976	30509.10196	18729.6433	16606.68176	13042.59124	42322.89937	96972.15617	42509.63176	52165.8099	33018.32636	48950.18645	18806.28248	26999.6064
2186	0	0	0	0	0	0	0	0	0	0	0	0	0	1335.666271	0	0	0	0	0	989.1825155	0	0	0	0	0	0	0	1400.178933	0	0	0	0	0	0	0	0	0
2187	1845.296874	2992.131178	1209.236575	1038.454212	1369.111755	964.5532963	1134.629167	1221.662276	2213.839205	1207.077847	6023.220503	0	2373.920653	7190.168767	0	1955.764833	0	10670.02709	2445.718255	2250.392117	1788.462813	0	2463.493834	2130.698564	5143.382368	4608.141471	4709.491594	17857.32448	2829.680113	1675.552887	4957.845352	1288.054059	7831.41114	1424.781038	0	2584.996476	2223.390242
2188	15813.06808	2060.946824	1500.059087	920.4408602	953.4534255	739.5143211	1250.952063	830.2362933	16911.50465	9791.168787	13884.47309	9749.801466	11475.46791	6752.858474	5975.16341	1615.254937	38923.69495	16946.05762	8661.566767	1481.855034	10897.12204	3303.474053	8428.209011	2692.753744	3494.259498	4213.558184	1938.806204	7082.976646	3030.790297	0	17880.90015	1271.539395	0	2679.030522	3448.941467	2530.368704	1745.175788
2189	0	0	0	0	0	0	0	0	0	0	0	0	0	2913.155676	0	0	0	0	0	0	0	0	0	0	2083.094245	0	0	0	0	0	0	0	0	0	0	0	0
2190	0	0	0	0	890.2907608	0	0	0	6904.409999	0	0	0	0	0	0	0	0	0	0	0	2823.923457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2118.182496
2191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2193	3430.38223	1816.393555	885.3011279	1290.708561	1223.21193	1913.917341	4112.064206	1509.382524	0	0	0	1231.086058	0	3284.341009	1108.574426	1313.462861	589.2496688	13155.24195	4472.247479	4635.129817	1653.276835	1797.411514	1533.771099	1801.083837	5106.798691	1530.172765	1289.357723	2809.041702	0	1747.467492	2216.9653	4626.575397	4015.055181	3238.286886	2309.8317	1272.974318	1747.38823
2194	763.1773607	1461.756856	1041.076784	1213.736983	1605.415898	1936.887836	1720.370203	1031.766794	1853.265389	0	0	0	0	1391.63328	0	0	793.295691	1809.540422	3347.971159	1931.135529	0	2012.915874	0	769.3864145	2024.749205	709.8773485	1996.324678	0	1689.978589	1804.129143	1661.302983	1406.696197	1581.631225	1016.4667	0	769.0790259	2085.262042
2195	0	0	0	0	0	0	0	0	0	0	0	870.7527553	0	0	1476.159757	0	0	0	0	0	0	0	0	3374.656291	0	0	0	0	0	0	856.9024965	0	0	0	2522.303167	0	0
2196	0	0	0	2402.555046	0	0	0	0	0	0	0	0	1220.259806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2197	21412.63603	12966.24558	12392.24778	594.5958669	6446.906719	1639.250511	5454.804938	1196.188744	15480.52697	66781.23694	10603.60076	15476.37769	12447.46003	8733.241813	61516.00446	11830.67991	10275.72119	142302.712	19227.0846	11883.73858	3808.740729	34671.66728	29651.37617	60042.04628	45089.86938	38381.94333	61083.22586	19584.67243	4890.549468	32867.39089	35215.59811	7893.901883	52345.90504	11923.23906	44324.65328	5491.760526	5102.717131
2198	0	0	0	0	0	0	0	0	0	0	0	0	0	4972.722284	0	0	0	0	0	1731.837298	0	0	0	0	0	6221.605761	4713.890308	57269.5203	1143.434535	0	0	0	3760.425449	0	0	0	0
2199	2980.770104	3173.586292	1572.160395	0	0	0	571.4654607	0	0	0	0	0	0	0	0	1639.607154	1514.126662	0	0	0	1777.15176	0	0	0	0	1123.512	0	0	0	1071.205606	3362.27934	885.1099837	2398.509573	1101.47746	2626.740393	1121.951484	0
2200	5085.997904	1545.08677	1079.976114	1839.747131	3840.484232	576.7431764	0	688.6155027	6080.506808	1431.087107	1514.08545	1163.222915	1144.906341	5493.712473	1711.658187	1505.713634	1074.046905	1283.060706	1571.546389	1071.913432	941.0185278	4705.587358	2061.412794	3301.429825	2623.574726	1811.770399	2693.937947	1404.349762	2615.70435	2037.382118	1660.750195	1123.534394	1034.417305	2413.005534	1159.070385	1362.718196	2798.934111
2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.6495378	0	0	0	0	0	0	0	0	0	0	1351.178242	0	0
2202	0	1362.299395	0	0	1874.940367	706.3879138	0	0	1240.556697	0	107960.9403	0	0	1761.412158	0	0	0	0	0	0	0	0	10813.58772	0	949.2742497	0	0	0	0	0	1575.946822	0	901.5325981	0	0	0	0
2203	3763.995523	1446.382635	3828.513026	7224.013833	1609.045179	622.2369534	2733.462061	3288.158184	0	3241.918238	0	25993.71856	5628.693583	2057.358473	12080.26138	0	64815.87762	20220.44658	4257.181106	4039.362696	2454.193936	0	40229.85204	1432.779215	7983.004248	1404.804412	10238.1087	8702.872331	1874.964321	2915.565536	12803.34419	1121.28949	37118.07209	0	11830.65085	17685.98555	2943.881764
2204	22303.17888	6092.144848	3828.513026	16157.82479	1953.041021	6127.136418	19659.69826	3288.158184	0	111664.2935	164289.8607	44071.31964	47281.62102	50903.34582	172987.5874	65698.06305	188132.8502	61227.95739	4257.181106	15480.86972	39336.91619	0	531801.0982	6022.065074	7983.004248	34942.41226	10238.1087	27593.48142	2987.356812	43529.15028	37104.61271	1525.909024	37118.07209	14608.57348	28676.00967	10077.78616	3252.862487
2205	0	0	0	0	0	0	0	0	0	0	0	1774.704413	0	1658.692089	0	0	0	0	3633.307008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1802.929274
2206	0	0	0	0	0	0	0	0	0	0	0	0	815.3454597	1961.995341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2168.555411	0	0	0	0	0	0
2207	0	0	0	1384.783	0	815.6639249	0	1195.40636	0	0	0	0	0	1574.265241	1150.476263	1140.588047	0	0	1753.154509	0	0	0	0	0	0	0	0	0	0	0	0	0	859.3243955	0	1012.25702	0	0
2208	0	7569.99449	968.2858234	1146.00938	0	823.5090746	771.6340516	970.9882184	0	0	1447.924219	0	0	5321.755973	0	1143.777662	0	0	5851.567347	8732.911722	1929.254332	1949.571913	0	2638.627184	0	0	4627.001226	15704.18457	0	869.855	4716.801344	1265.618134	6786.21626	0	0	0	1139.629724
2209	0	0	0	0	0	0	0	0	2253.56943	0	0	0	0	0	0	0	0	0	0	0	0	998.9600886	0	0	0	0	0	0	0	1130.575847	0	0	0	0	0	0	0
2210	0	0	0	0	0	0	0	0	0	0	0	0	0	3568.583567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10165.01201	0	0	0	0
2211	0	9805.315602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1746.850376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2212	472866.7601	231020.7131	478559.6605	334630.7371	292286.0563	298425.3949	304562.2758	294956.461	224670.5058	357012.9513	353730.63	465370.435	336093.9973	122855.3311	252981.737	349233.0163	468148.2031	200514.8791	224726.9459	215401.722	394785.4712	296927.6145	78749.35801	355590.0641	234389.6867	398349.4792	441220.5712	224162.0783	552212.3035	135371.7061	301367.1944	278136.301	192026.509	289548.7571	308717.9591	217989.6884	474104.7797
2213	164726.304	148577.1558	244525.8238	192305.3666	300350.216	99264.48419	325362.4303	220487.0083	100620.2817	131774.6967	103014.0158	157105.6638	100489.3757	134105.6809	158026.9577	171325.7067	179977.9145	112193.2241	118989.0126	67202.80963	116329.0706	98931.18758	116473.281	314124.9605	289255.1233	225508.6477	259102.3489	265909.8544	333067.777	438328.0425	319789.6126	186185.7106	236972.7958	158630.7332	365660.8559	233720.8993	154449.8793
2214	2671232.213	525441.4552	215984.9816	84675.4355	149230.4454	317972.5837	615959.5121	197421.4696	2177801.584	834862.0686	2454978.092	1834752.247	1112463.487	3514432.08	1025780.059	1275768.762	1038352.544	4988996.176	3293466.548	2207233.188	1403393.991	1344858.376	938085.3457	3043651.327	4827770.052	2695180.132	1709757.783	2630833.571	1252675.154	234109.9512	92614.62852	675991.771	1696031.234	743490.3919	1521373.957	245868.7892	125945.6399
2215	87468.10333	85812.0803	43844.63144	97854.03201	35010.08792	39949.25854	30251.65756	79522.60617	125588.2212	14499.73821	125944.7375	138410.1389	185890.8492	54092.44807	29552.00785	96231.70107	89726.96857	91032.37036	65297.97746	43379.87621	28295.40253	114271.3186	72935.80211	95612.25357	127247.5077	42084.2461	60965.54857	42895.20437	44988.51803	44620.58669	153466.6102	52263.51161	21608.07798	72050.00574	131999.533	44794.60825	33677.443
2216	11737.1833	295244.9923	129644.5694	61231.37801	48794.77739	8525.132979	37403.14208	16612.10103	92057.55695	37163.69848	21913.50308	23248.88096	11139.27053	60451.47512	7919.896222	8262.296934	14204.64133	85719.82499	138275.5499	53695.20949	7428.934097	54602.22177	10267.2792	121091.1543	245588.8529	74739.54421	122309.0414	151672.5879	1061461.94	65910.36271	77960.04416	29240.88722	109273.2399	127403.4253	26232.99745	128670.0871	353310.5782
2217	0	78791.94391	49381.22195	26530.1761	63455.70334	13591.33384	26547.09097	12142.47413	93872.5311	19721.53648	62293.96471	223415.0789	66996.84488	2037.422423	27884.88232	11165.24166	24941.06834	4739.645709	914.2580289	3538.388481	1296.319515	0	28601.62747	208290.5028	197051.6199	16933.19505	9211.196102	26754.30774	19867.17498	56601.32205	27302.59848	30084.71902	32646.83497	94152.47403	62300.10095	81196.53369	37868.01441
2218	13159.92554	5798.636794	9612.951095	9005.110605	7424.108463	4574.514788	6958.714547	12782.96557	7882.511023	7917.705201	12765.41765	8305.291673	4148.675845	39750.56875	9320.60833	12834.88754	5520.639622	7592.160362	10524.13391	9462.640348	4521.636456	16954.98283	6888.417773	2535.640985	15103.47817	6239.342504	8185.007198	12093.9728	20168.30917	4584.057276	9570.786142	11656.76518	7027.203637	7600.072973	11377.34141	5734.934605	10768.84077
2219	228731.5168	65538.86665	72462.92265	59375.51387	76954.44437	21777.42262	82785.6218	54276.59257	76963.0842	84399.9091	42607.70829	22062.0113	18070.29797	776700.9451	88919.22737	18385.37884	58012.56971	545831.0733	198842.3376	70751.96131	96830.17876	108142.2504	46117.87542	87828.55711	47660.80982	15015.50488	50859.9762	55658.33539	78407.32572	35998.37674	80490.73606	42261.18212	55482.03121	43405.47407	51693.98314	28441.34199	68664.37602
2220	288886.4522	557414.1895	493251.447	484189.3763	232143.1427	417516.8598	395615.8526	489980.4241	677988.615	448710.3127	633263.6217	624730.8781	523656.7831	201199.1686	579795.7816	495009.3616	394982.105	243303.644	286127.7422	347730.8033	324898.1753	304108.316	671496.9085	683470.4277	642792.8945	325766.562	530099.8077	214878.157	478277.3874	566672.3637	655180.074	295078.1837	530391.788	238849.0962	531797.1802	547592.2954	309499.8322
2221	125133.2853	33271.38518	181133.6443	4618.484211	33388.50571	4238.656088	7424.552178	6268.081043	9456.135027	8709.283591	4522.450142	5385.967344	7306.929827	420648.334	13287.21065	6324.511694	5749.22427	412202.5279	272063.6818	82137.07276	8197.873386	87014.33804	3871.802834	6885.323219	40031.25816	8984.572224	37096.70411	23836.02377	39210.81431	8355.137738	7419.257279	14747.76813	19020.55722	9467.665705	4529.020382	25901.94468	28547.09352
2222	0	614.4995478	0	0	0	0	0	0	0	0	0	0	0	0	0	329.5816772	0	795.0568141	0	0	785.8523153	457.3958346	0	0	624.8798507	791.5112227	0	0	1431.04547	0	0	0	0	0	0	0	1172.54149
2223	909.2826913	6134.621035	3215.381542	842.3981694	422.0363444	506.6263084	1041.598081	0	0	0	0	0	3075.662394	0	0	1278.395712	1520.7726	0	1728.865456	0	0	450.3736544	0	1412.062276	6109.774563	0	0	2811.285423	38163.38288	1970.294947	0	0	2288.05091	7739.569038	1582.47381	1278.253975	5422.51731
2224	57013.46302	24115.4539	17092.57615	5940.610908	12504.60673	4010.185953	3641.467459	8274.347977	5734.290406	6521.55418	18843.9222	9346.525048	8173.213083	172130.7742	18418.25889	8891.461019	19939.08571	262240.8265	40295.88855	12839.66114	23704.18336	24740.7779	18600.9348	40884.55616	16856.93653	18573.30004	14027.96618	7198.570549	17427.90168	17383.63857	34505.03727	8554.087934	14980.23376	5061.698119	33760.78394	6090.731668	11970.10549
2225	0	0	0	0	0	0	0	0	1002.205357	0	0	0	0	0	0	0	0	0	811.1793051	0	0	0	0	0	0	0	0	0	614.4964268	0	0	0	0	0	0	0	0
2226	11280.34295	101124.3009	61670.6926	5436.66564	2974.220569	19652.76622	11154.44779	13853.77182	9599.015351	3276.85317	13657.52187	17511.73118	27954.25887	41233.55918	12098.91154	38190.91502	10343.93626	52825.97048	57667.18329	12511.41653	13063.98302	21164.83112	8254.426319	36844.87175	43927.88894	23032.48326	26987.01477	16768.79336	20264.44509	14348.36099	25189.59994	4209.447322	21825.89938	88509.69729	28282.64056	44935.02786	43696.45968
2227	2012263.582	1357656.693	197904.7018	491954.8819	354509.221	115454.0008	2033218.39	231216.0016	4852527.797	938715.9367	4710623.207	2698953.61	1756586.866	997339.5201	2018129.98	1313103.14	5655049.036	5782744.338	1028208.882	707490.5292	1035101.274	905920.8791	3955530.067	2162099.257	1311130.066	1268727.318	620931.2662	2133693.771	415298.5436	1173215.118	2392204.8	560325.6308	2495266.775	369429.2109	1584616.269	1038637.514	61044.24502
