row ID	1.mzML Peak area	100.mzML Peak area	101.mzML Peak area	102.mzML Peak area	103.mzML Peak area	104.mzML Peak area	105.mzML Peak area	106.mzML Peak area	15.mzML Peak area	16.mzML Peak area	17.mzML Peak area	18.mzML Peak area	19.mzML Peak area	2.mzML Peak area	20.mzML Peak area	21.mzML Peak area	22.mzML Peak area	3.mzML Peak area	4.mzML Peak area	5.mzML Peak area	6.mzML Peak area	7.mzML Peak area	8.mzML Peak area	80.mzML Peak area	81.mzML Peak area	82.mzML Peak area	83.mzML Peak area	84.mzML Peak area	85.mzML Peak area	86.mzML Peak area	87.mzML Peak area	88.mzML Peak area	89.mzML Peak area	96.mzML Peak area	97.mzML Peak area	98.mzML Peak area	99.mzML Peak area
3727	481883.6657	3338415.526	1447691.357	188449.5536	193720.4171	205412.6903	186100.0086	160697.8406	673689.7771	329715.287	825033.3467	641903.965	526849.9315	592583.3044	769781.7634	776924.6028	733706.8212	743950.073	1071010.895	553496.5218	550469.195	264038.5209	515262.0311	626908.0303	866773.836	714129.1787	610527.3907	1374996.541	435749.5348	351136.7613	870995.2136	246253.8716	1070887.976	1656652.521	1646201.409	1081882.215	1130062.733
3728	101299.8266	285468.9206	100985.8188	11269.21653	4874.20764	47212.9102	25957.19939	31993.15602	88088.74679	47397.31171	92810.09668	69962.12902	48080.59373	95135.46447	81935.56634	67591.5796	133836.9241	53889.87922	508547.5834	93636.39418	198109.6008	18518.4602	26346.59571	336837.819	312953.4942	62183.73396	49245.33355	143943.955	311203.4964	25253.62876	44825.27264	82567.41718	112798.6601	43208.72689	328679.0478	187490.89	34779.13529
3729	72063.93164	212607.7369	61825.36711	19215.05312	6320.406907	14387.37944	33614.33251	16861.14299	71844.02632	56115.7871	24591.66909	12122.64655	8417.046536	56914.20381	60661.118	31157.11942	38120.77066	11350.26948	386465.8299	81559.87455	147546.1564	47292.34195	19759.42583	55667.71089	162885.1043	21760.79095	23753.96243	179146.608	68849.20183	29799.41046	27321.45614	14308.84107	56268.55033	74614.8142	276385.2136	36282.42902	72061.00633
3730	146759.2381	209376.2773	137280.5315	36944.45634	23528.92801	25273.45535	47225.01207	10899.52536	130257.4568	98799.46209	70132.20782	127017.9807	81370.24069	112252.7118	128946.788	86239.62134	158449.2906	68614.18261	254073.026	63979.67455	292432.7001	63594.4973	119420.4853	217347.2464	388355.0628	141985.4449	113026.7269	274819.5562	187876.0699	72987.47722	55588.1952	57867.7251	222922.0575	137344.6071	343212.038	124518.9869	75370.67942
3731	290075.7533	381796.0839	204216.1834	80386.99729	52462.60642	97531.41909	71690.97994	60660.85981	255966.4557	87226.05713	281193.346	247041.813	165429.8621	179309.3695	228771.225	293820.1326	141183.9265	296982.7363	315409.897	127341.1121	206642.5166	94349.81622	135473.2288	315006.6854	671457.1017	165089.6357	186268.0451	382176.1022	150712.3063	111896.7015	219058.8214	108327.5225	308754.3797	192290.8587	446046.9186	172024.7596	160286.8625
3732	867026.4135	970587.2527	533939.2885	564519.2016	318271.357	382898.1614	563031.0525	443491.5677	935217.2083	646675.05	1632927.78	1421149.361	780777.4634	432201.1844	1689660.274	1246377.702	1221889.781	1272074.535	540372.1309	794380.8253	848309.1865	609566.9496	1423287.964	789589.5715	1083276.82	923257.7907	512478.3237	825397.1078	208767.3437	705234.3328	1576216.85	565157.8353	875133.8755	577677.9188	1279352.554	1108745.345	319538.1619
3733	10200000	16700000	28100000	6976599.578	16900000	6861696.809	1.6e+07	4902792.915	9565930.836	3401448.826	8860200.313	6374583.147	1605866.238	7313445.289	5027754.32	2286966.733	1418259.603	22800000	11400000	1.9e+07	9872965.817	3491876.445	3489239.875	9404149.224	2.2e+07	21700000	9844163.294	15700000	15200000	28900000	12300000	4735749.152	4737072.306	1.6e+07	5377649.954	28300000	14200000
3734	212541.3209	68145.05303	116315.8389	15129.64385	69860.93247	97531.95798	39827.39077	5336.68298	394991.7321	39362.76693	96927.74998	36725.88911	20944.71103	50119.32558	77343.629	58969.98125	13815.88232	2238198.462	56323.71174	153194.1281	207043.6605	1415251.636	52271.98746	399476.5379	831074.0228	181384.333	112650.5741	137858.4005	92714.19085	93535.94767	289688.5578	12769.48902	55667.84847	85001.88937	119573.211	25247.74937	60934.50119
3735	12579.63064	134306.3974	46634.49218	14709.49648	12348.40864	10312.15578	7840.202285	8449.172802	10056.06955	10347.91781	7836.902386	11400.13361	15662.86413	10362.26355	35679.28187	25788.48315	19914.95304	13098.45995	43332.72521	8700.620446	8364.107099	15546.53515	15802.65152	50057.62225	55914.2548	18644.68803	11718.43483	37082.71725	20885.15027	5672.681361	65872.17474	18337.50088	17750.68348	64893.81699	133323.2139	20931.36457	12388.83105
3736	4440.220022	31718.18868	6378.414645	2979.489951	7889.573857	2557.864636	3746.763161	5933.756593	11724.67118	4511.956966	12347.51358	16201.9963	8630.517545	1952.654493	26087.85801	13275.92963	13737.00629	8066.707809	5041.01289	7717.304744	2404.756015	4406.864454	13405.42714	27658.0854	53615.00791	5702.291089	11619.96196	26942.86517	9792.88395	25339.40931	65324.4522	11413.90467	35299.35621	62716.76864	212498.4814	35150.47492	10694.83347
3737	64019.39085	39970.83206	16219.78461	2380.897768	17553.50823	6646.643183	6067.637402	7053.873131	62878.50364	9760.513319	29706.05309	9908.932958	11707.40535	80722.09619	36675.44864	3624.67921	9740.040373	162392.6767	176130.0754	131275.7932	29631.46354	13810.39212	14385.53447	147971.6585	16979.60089	12811.33335	11580.3947	25888.50744	29382.61156	12736.00959	41113.84237	6046.892297	33199.59594	7549.576951	14428.0559	29968.32273	23701.93437
3738	31820.48513	645130.4333	322510.1136	46799.50631	25478.37078	52472.80513	34539.91613	43067.27292	85266.11242	14865.47093	40089.86042	32667.43162	32834.43043	109230.3825	38830.9018	20489.56366	9993.948796	44007.40201	208058.7809	113401.5626	139046.6788	15456.08981	20075.57095	231068.0003	502576.721	143815.3613	88860.11868	234570.6063	86543.48019	39207.7237	103593.2846	88177.03877	365576.9589	250059.4182	509556.7472	119666.5529	171536.2789
3739	6584.704055	236613.026	48935.77074	46534.87614	49368.48049	30032.33545	21769.65472	78780.90901	36986.09451	11468.1563	181726.9514	16080.15012	107215.6147	31733.95222	17925.63396	14956.99132	19408.46963	26924.25234	252611.5362	91670.48762	9571.518014	15094.89051	112870.3278	15162.3823	27758.00043	62867.92071	82832.77825	61880.80721	50716.73796	67686.65764	16081.32752	46305.96012	80154.68519	77340.89361	191127.9538	356770.7913	83386.20551
3740	59504.33746	162178.4269	58769.27466	6818.277221	288629.4109	9983.201865	5037.826795	4047.598464	59959.20437	44424.59887	98742.82431	105187.6656	101983.3336	56771.73259	32739.81912	185762.5844	82989.92046	466441.2322	6721.202897	19550.66724	17940.02299	36663.52284	25191.90359	74115.95522	343821.1544	470416.3629	33832.43796	94238.1454	152727.4548	105301.9869	85804.94791	28134.29036	22556.64712	8744.140568	88516.40352	5324.795377	18345.08221
3741	641.264144	1453.501145	0	0	0	0	0	0	803.5289625	428.7251726	561.6410531	680.8936887	407.9919284	1003.643153	631.6893427	815.2845309	480.3097016	792.6295581	0	0	393.5888833	0	784.8095211	448.6160312	866.0854127	478.6968001	674.0156203	926.6173276	0	0	691.1160912	0	0	0	940.8284765	0	0
3742	0	0	0	0	387.6788365	0	432.6330689	0	0	0	0	0	0	0	563.3616213	0	0	601.7076608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3743	21812.56957	35955.2239	14816.51865	12733.22724	6126.631946	4135.050692	8967.723817	5002.082517	4968.725793	5531.297461	23899.59431	13186.51276	4679.611601	38826.60081	15217.77899	5161.300635	16325.40697	112430.4758	9968.802665	13017.17204	26159.32987	3957.735559	5813.444426	9849.49038	21896.08328	17039.76567	4004.069445	60756.28901	22439.2097	5013.957582	44526.39476	6096.646279	18421.30478	4389.893775	62278.32316	33568.78009	5509.50987
3744	0	0	0	0	0	0	0	0	0	0	1798.899958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1746.848279	0
3745	4943.769031	2545.381329	2344.306258	2538.738244	1205.813913	1976.464917	7399.244191	0	6279.843679	39952.91312	263943.2758	10042.7922	10414.46368	0	319615.4997	0	4243.922059	33521.29196	0	7417.852312	31310.50167	998.1130796	78807.31941	36581.26402	58308.61321	46908.38766	0	2877.931435	2439.69213	31400.33308	35859.92335	4850.406257	15745.7155	2907.652937	12146.63621	25344.6889	0
3746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3747	0	0	0	0	0	441.667649	0	0	0	0	0	0	0	0	0	0	0	0	1321.846036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3748	23079.86385	7720.167017	3107.715908	3812.262166	12430.04952	9514.131008	3840.052581	7844.123226	11719.75158	3911.633001	8712.5274	19528.86218	19954.44539	6151.469824	115819.0963	4474.012639	9479.702531	133839.332	24646.67138	24240.75974	9283.794915	5694.977406	15028.66698	100435.1916	156501.6573	5655.531197	4554.708926	8469.09603	12843.87749	5380.895551	94551.55754	35170.71983	6737.789495	3410.217044	13987.51695	13460.86651	5019.93135
3749	0	2796.9615	1100.07344	0	0	683.7519382	0	0	0	0	0	0	1865.214225	5220.817668	0	0	0	5268.665397	51836.10401	6935.796885	1740.222618	2173.484037	1312.383609	0	4642.891574	4771.763261	599.3761719	3143.45847	2204.27462	0	898.6800842	544.4133309	1688.242175	1085.488276	0	0	912.6270303
3750	304433.1449	1373040.017	1004578.72	239925.2548	431964.1054	553497.1238	357518.9441	741209.7664	520318.1175	630761.9788	1594013.766	1217521.608	836548.4048	1547559.509	104429.8052	111911.1585	293673.6154	984751.9063	1099252.113	797686.7009	1033313.018	296145.861	728564.7755	876934.2118	1506403.771	1408617.499	2360622.41	2988771.001	701906.9665	753561.9261	1842859.962	753602.6668	2641062.815	729329.9268	366054.3447	1321873.77	1013627.318
3751	10299.1104	3898.858965	9171.129938	1026.868328	3898.664777	2223.240788	3277.343199	2854.868012	50348.35835	12162.75355	104841.0879	64690.84156	11130.95557	23505.85767	3385.607402	20862.16428	16435.41443	69797.13047	159770.7109	64808.62668	22334.46851	11322.96049	32275.14488	135032.2607	101757.8014	24819.92663	7981.564182	39780.01444	8778.853125	3492.655027	54935.56802	7414.155917	28301.81933	885.510735	9220.182638	3260.847854	1075.328464
3752	55736.48691	86293.29171	16863.16406	10463.35326	10301.77878	2518.061279	20729.23589	4513.89451	70423.94099	26720.03471	105410.6292	102659.3413	38382.59386	26163.92391	128571.0082	70088.98348	73230.76287	49670.9448	45933.09449	25985.36455	30182.30115	24312.40527	65079.1574	67405.65859	130865.5735	37638.14835	14665.5757	148550.5893	9014.159539	44385.51414	148625.5939	13471.76214	86320.40054	50377.15837	126460.3366	14945.20119	13682.54839
3753	41975.9564	75485.39642	22268.82498	41668.93844	37826.78466	8818.163918	81552.22292	30049.06661	323650.318	96938.00274	196589.9253	158638.3146	106840.9533	54613.07816	56335.08103	95159.18443	170291.4767	99934.99525	44555.73898	10940.68679	82919.61827	27526.39695	288365.5147	48186.05428	154005.4893	128800.5137	37233.58439	50918.49471	28362.56157	54223.80261	278978.7382	16511.06197	105521.9944	65255.5249	100894.009	91710.8625	36002.79428
3754	2729.686332	1654.499478	948.6929587	1472.903402	791.3013751	1071.996598	2140.282266	1024.91648	2874.206008	4814.836418	20654.45279	8923.57809	3841.064645	936.5384811	31693.43401	1851.319679	12612.24007	2846.362986	891.6327112	1236.170649	749.8741805	1229.887093	3227.475475	1693.520254	3964.172251	1423.272032	0	0	0	2407.571574	4687.827934	728.3753587	1849.458606	1298.528242	2261.452594	4939.979419	2715.262995
3755	5628.835264	44669.648	3112.312127	882.1859955	5210.219091	4936.615197	0	3129.825228	54980.26131	19235.86233	6390.376072	14738.22931	5427.573827	38797.98467	0	0	0	76299.87227	3412.844167	9973.265452	2761.901305	1514.42756	3392.368165	5729.484206	0	5744.260338	3645.43421	3405.827357	4941.691332	9033.023352	0	3071.688273	33328.55521	0	9089.161256	5059.4562	0
3756	0	0	0	0	0	0	0	0	3317.701232	0	0	0	0	0	0	0	0	0	0	0	2570.017964	0	0	6280.464464	0	8190.442734	3261.658673	106111.5965	0	0	3173.709875	0	1371.171313	0	5447.248466	0	0
3757	0	0	0	0	561.7743156	0	0	0	0	0	5970.574688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781.7763603	0	0	0	0	0
3758	0	130797.5387	31482.1443	35113.06812	52522.22756	31439.905	94271.14237	10236.05839	20688.50602	6395.909405	278535.7624	358377.8927	5204.345597	0	38156.58371	18943.82453	41177.75928	0	37719.48693	16757.59008	1868.703844	0	55445.34801	1878213.422	432200.3205	35020.66599	23166.13331	15220.15071	32873.51828	71076.42928	57649.60401	33666.85648	238236.9684	95081.7211	246842.3009	24170.41918	13918.08767
3759	0	316309.5341	80766.02621	70785.06073	119981.8163	65713.72597	245143.7377	31593.67461	43617.75396	42030.55233	307752.0569	651973.415	15614.53295	1384.399295	49841.35898	68962.58922	151078.6956	0	98977.96248	47488.75287	0	0	111349.2646	4211140.214	807594.6857	85402.08646	56979.89409	58828.4928	65066.91213	219504.2624	118189.12	147162.1056	587774.8754	216371.5237	416307.0056	146681.4194	26895.05275
3760	2950149.731	514181.6442	463147.2044	846514.6963	1316637.056	520801.5272	1043027.722	1083597.883	3208232.46	1321595.045	3217870.821	2682017.401	1396560.282	928349.1691	3541333.512	3298451.412	3842770.119	426235.3767	310440.0368	489870.836	246550.7582	848631.0685	2562751.607	1016754.745	889982.9179	1006406.907	381819.1015	479566.1797	528569.2507	1171897.386	3215999.433	823485.2049	1325475.834	437159.2821	770036.3442	739667.0625	326024.8228
3761	8381.70827	796934.4546	83677.55687	303765.5414	80147.96601	62812.72807	300075.4648	205031.1342	365231.6277	135811.1884	512223.3845	448902.242	195727.7996	425978.0905	227782.6811	211615.1057	496922.3863	38416.1415	11059.94772	276207.3031	15577.57363	282536.0683	668690.2872	822595.2811	563370.8612	3346000.229	349231.6975	281126.4516	77833.0993	435263.7695	706652.8935	199129.6053	119562.4245	715063.277	353410.6826	1017941.297	412224.5908
3762	3011237.108	6730441.983	9999875.539	4170729.77	2583846.777	3081412.258	4265009.165	3108645.215	28100000	2727718.208	14700000	8023648.958	5617831.697	673331.5896	3979399.817	2698317.49	9875112.071	5104718.32	1589495.5	909486.015	2026998.183	863697.4805	10700000	4990036.048	8879759.121	2497130.685	2468127.088	2840614.655	1031032.987	3150501.615	4358478.233	1477931.046	2086159.348	5583499.53	20300000	10200000	5151072.383
3763	0	66865.70677	43877.74623	9309.255077	4210.644568	22222.81446	12286.07483	8204.803902	23421.97375	1315.944838	881103.4038	804059.5545	89878.31062	0	68155.42941	92057.32149	268671.632	0	860.8359045	17756.67342	0	55461.80865	220917.2758	208149.0306	816500.9093	16296.28101	7513.641885	40559.61724	112664.4199	31312.09212	17264.33085	60046.10071	92847.13158	11446.51102	648963.8436	96668.08219	6293.494774
3764	0	15369.82761	3490.205719	2309.923815	1978.094056	879.4821967	7618.887475	5214.002395	1687.014715	1111.555959	148769.9172	268019.2836	11567.5536	0	0	38530.98487	24244.50257	1752.984717	0	4918.090942	0	1650.014261	7249.899038	402681.3159	413716.7272	8584.529082	3227.964062	0	6507.270259	6339.355083	5340.10249	1502.147812	13834.2174	44070.55812	262221.5633	400530.2931	4065.123207
3765	0	9480.10968	4908.692469	6257.645657	0	2375.706069	5236.454695	2084.973273	88966.98066	11279.75825	443978.8686	517447.9551	16215.13733	3859.000607	33986.68032	118303.6426	141161.6946	0	0	30483.65159	10706.16414	7122.514213	132060.2322	79339.24688	381575.5803	8141.27241	5168.464448	9245.421083	23155.60382	38371.00547	53276.52826	20027.57869	23471.3825	9104.54074	312364.2116	62027.5941	963.54779
3766	0	24244.15481	28064.38363	19052.90018	20102.86325	8179.419975	9066.430038	24022.39044	0	4149.195844	146529.5822	901639.3167	17854.33391	4057.659333	13484.03734	309535.5675	71536.41876	0	3530.613987	2123.095633	1927.366337	2351.730171	49501.49003	166452.7317	1052180.651	34245.24191	15367.17769	22134.12181	27612.60612	155064.0223	135975.4427	20683.43886	238739.8781	54890.05803	769745.1796	586252.2764	5860.725717
3767	2715.440073	22858.05428	48904.86174	1216.687165	6169.00988	8941.859752	2176.202127	797.9775282	8776.889571	3392.487743	64356.87161	309722.8244	2490.062328	2856.10718	8728.295221	966.9991066	4219.122765	6100.69354	943.3281361	764.4451627	1141.740267	905.3173395	4366.132672	1827711.83	698749.7515	9013.460901	29296.22594	2706.729361	65836.06556	36624.83473	9104.901287	24726.30312	17102.62034	281942.7806	71798.20023	47054.11237	12466.83197
3768	1104.870724	39887.80456	13119.63746	2102.516019	11708.29646	3146.97387	14764.24954	14020.44437	0	0	183015.4869	359409.192	910.9359742	0	9195.171724	6787.174585	6273.229492	2007.55136	0	3412.307875	0	1392.622812	6086.080378	596803.136	139471.5629	24114.50779	23756.02604	6099.458369	21736.63748	10502.03614	14764.68711	19461.63744	86158.55351	48074.8862	31238.18264	244796.8026	20831.97427
3769	1870841.485	8037883.207	5397826.478	3670629.873	1603432.32	1987348.414	3215375.996	1569367.95	12400000	2084577.923	6655615.592	2611718.828	2013718.324	758566.0775	2182622.72	1538940.253	4203691.371	2976770.733	1239982.023	800791.7686	1009252.258	844728.2266	2317672.824	2464416.059	8328259.853	2290350.637	2637442.101	4929558.271	1532336.224	3332183.327	5025631.175	1405284.725	2383601.793	3396710.356	3924738.961	4036115.126	2505910.783
3770	283752.9894	482895.5117	301360.6831	144822.0252	109568.8317	107924.3392	120059.5176	98157.72009	321155.194	160895.655	283005.9417	299334.6811	204576.2581	191224.5381	224538.0716	262897.4131	266613.2469	275072.2768	292168.0891	175455.7696	247366.5975	157965.8369	184338.7161	290925.9368	475941.0335	237494.6305	246649.9137	399365.0973	227460.663	208818.7008	260317.9459	91143.05415	329080.4323	359969.3848	483686.3663	354511.817	316405.2787
3771	170474.0556	145756.5127	89929.20617	118151.297	77000.54528	54813.01089	52181.12113	40568.24301	283376.0905	76939.81637	430422.9346	155068.8563	187041.0737	54257.82	142507.8007	299874.9892	212809.5227	212887.2593	73648.78378	117491.1199	134811.559	251040.2802	292004.9829	31938.70653	166477.0786	63182.00768	57676.2454	77917.04404	24677.6749	147891.5166	196083.1436	68907.61647	90841.12679	74455.94358	160882.8131	151084.5222	117880.7539
3772	0	0	137345.812	4881.9649	190201.5071	753.8267259	0	17667.95794	543727.9532	1593.778703	0	0	0	0	0	1179.34125	0	0	13867.68829	0	0	0	529136.4331	0	0	0	0	4990.883323	0	0	0	3674.760387	9227.49178	219974.5551	501176.2624	972282.6686	1067511.453
3773	305609.397	265824.0876	307550.5194	220568.3476	447338.3984	189318.2617	658169.7946	233711.9723	971168.0708	855351.4949	882678.9839	1058991.19	652443.3013	344042.2113	693673.878	321382.981	782029.9503	1620864.816	534240.3658	168394.5742	458960.3475	354422.069	537537.721	1583733.823	1200618.326	1138913.685	494622.4627	947849.9053	269643.8146	374990.5022	985439.4833	545096.643	496065.3095	284053.0978	1021444.734	495661.964	167805.2771
3774	119539.5157	48004.08295	30206.63631	20251.62833	18879.57065	10222.16842	30929.37422	17516.94377	374588.1159	100444.4807	255758.0591	246422.3125	81026.30636	89211.29524	215902.1799	115796.0001	181043.248	80186.64158	81138.48307	53659.65193	159079.723	60551.29037	164464.8543	27182.09038	23139.29019	31313.08451	12254.05089	24074.40086	21526.63856	14927.01961	83885.28781	21164.62477	47076.77251	20057.35198	56761.5875	44800.31729	16826.17126
3775	1183.247774	280080.9529	1813.46636	27134.61513	25260.32847	11056.27179	4048.823141	1107.458164	66385.81397	1185.880596	23813.41213	279969.297	83297.32892	0	44879.0593	5840.731907	15772.35239	4990.897911	3339.317092	1816.932703	1385.275343	2538.560628	13410.16128	41066.08636	15993.31365	1221.111323	2450.433828	32640.52037	2436.264109	81178.58533	0	6060.590867	15767.03304	4886.843438	12813.00749	6467.848853	833.6335982
3776	8577.090718	187961.2966	196162.296	122960.0015	115810.6287	180919.6123	115521.1677	144827.2962	34730.57465	22290.61869	91816.51576	10106.78234	26193.61983	215620.5352	44195.18458	46697.72478	56356.72661	68862.67917	910370.637	350869.1951	40689.60075	43605.81142	52778.40895	58718.3523	70173.33328	135067.3258	261635.1787	122941.885	516828.0551	67784.67694	32054.40217	246760.8098	236084.3369	202393.732	23904.51959	96994.93536	221870.4656
