row ID	113.mzML Peak area	114.mzML Peak area	115.mzML Peak area	116.mzML Peak area	117.mzML Peak area	118.mzML Peak area	119.mzML Peak area	120.mzML Peak area	121.mzML Peak area	122.mzML Peak area	123.mzML Peak area	130.mzML Peak area	131.mzML Peak area	132.mzML Peak area	133.mzML Peak area	134.mzML Peak area	135.mzML Peak area	136.mzML Peak area	29.mzML Peak area	30.mzML Peak area	31.mzML Peak area	32.mzML Peak area	33.mzML Peak area	40.mzML Peak area	41.mzML Peak area	42.mzML Peak area	43.mzML Peak area	44.mzML Peak area	45.mzML Peak area	46.mzML Peak area
63	278737.8542	619297.6958	272449.4883	1204527.445	2026690.16	516828.4115	622405.7613	869986.0049	1131918.384	956926.9568	587296.822	522948.0793	4995793.006	1485503.386	999710.0146	691107.728	6706018.071	237393.3272	650511.7769	729031.3043	1521802.636	229303.1311	206677.3091	585271.8178	873827.8909	762195.4261	967601.2282	614303.5347	699430.7285	575077.0287
64	13427.90333	15547.61443	1404962.41	1475072.492	3559538.494	6779551.653	247241.4135	1681048.767	1692884.385	498024.7922	186070.3068	7566.29605	3694489.498	3178247.128	649160.1613	869742.7376	2310621.821	91257.50096	261982.5697	6881771.022	2532701.453	2749.359536	3675.323939	2078.830287	13417.56694	4593.293694	14648.79645	12638.25785	22794.07249	2268.582874
65	234093.4331	163755.0736	153092.7763	69419.57709	400640.0814	192376.4591	184263.3985	350742.0693	97609.92	106577.8014	102663.0959	352510.7531	342923.8676	305207.8003	226196.7105	227321.4617	221631.0193	168434.9627	161553.7249	366037.8576	442756.7836	502231.4699	261091.2048	188338.573	87225.44512	513430.0086	79124.6169	106883.3749	301046.8647	356126.0597
66	2563837.745	2500468.978	2722892.465	2821537.736	2941293.725	2785789.818	3261654.489	4795715.68	3164021.179	3134483.538	2844022.635	6026579.863	5153974.844	3059220.483	4148472.393	2766751.875	5147189.66	2622216.471	2365033.66	6152010.203	2171096.763	3250350.614	5478711.638	1995350.246	2647846.952	2084801.144	2056455.326	1998042.064	2062965.038	2247151.535
67	79687.48173	157767.5037	158343.5874	753370.4638	3761361.524	1196746.012	1001428.627	1370743.455	1347020.149	1345268.928	527945.7354	57961.05105	3318827.681	693652.6433	594085.9109	599103.287	931284.8264	70426.96927	134349.2935	135301.5067	125958.5041	96694.28565	106219.3525	9253.66636	108446.8541	72652.79243	14522.20155	26339.21173	24777.37749	32757.09079
68	2860300.686	2936475.828	1825474.398	2773121.104	3239111.603	3169902.173	3105838.641	3436890.608	2801012.225	3247054.937	3133222.705	2352552.498	3639036.238	3060392.139	2729398.095	2400374.424	2854633.555	3438707.061	3040414.667	4756523.926	2593287.496	3246751.253	3677632.597	3375633.147	1942383.32	3642155.632	3379829.427	2954665.534	3692353.533	4384050.634
69	882164.8122	932795.6917	963464.939	1083416.241	899145.0253	946649.2034	1160280.497	914547.3247	972433.5196	938682.544	936637.9224	928929.9914	876496.4397	898327.6883	996506.8572	950718.2544	1358018.327	896226.8146	924590.404	877482.2734	931399.2024	875567.3585	1208303.023	897386.8221	953046.6943	1033327.52	952376.4865	1113951.456	888593.7389	974380.2465
70	1592349.27	2779399.786	543739.9258	470233.103	1285334.313	647902.2682	362267.0185	291823.4215	435397.6453	914006.059	332536.7552	1565166.346	1384237.318	1473219.19	453440.8987	472383.8554	156766.0331	484190.1865	4069439.767	2821998.709	1017924.198	1002595.398	434437.1819	2017462.293	1402266.75	1144960.094	1080012.607	1308389.015	16100000	1799114.755
71	1850475.895	1830141.237	1773796.386	1835158.417	2081060.402	1806107.73	1750358.342	1892609.424	1819242.245	1789216.22	1748068.266	1976072.044	2285122.362	1913034.626	1910011.893	1823559.906	1772644.628	1975437.68	1807182.421	1812153.018	1729604.686	1890203.492	1812014.662	1988477.003	1831200.565	1947527.005	2017946.734	1831365.171	2280651.299	2142286.625
72	787112.8255	778491.5688	778078.2698	818149.4968	788083.7598	834516.1059	743494.5335	819496.1634	746550.9356	770563.5529	765682.9606	825802.4672	784655.0912	781483.5995	770604.6002	761289.9667	750317.2997	727969.5344	776831.7411	810782.967	816490.5383	764192.2179	769364.698	803750.9867	793415.1743	800665.7378	751670.9895	832829.6633	751530.7317	812986.2235
73	2159962.917	2685712.9	332166.8472	269441.8603	1809341.339	772495.0076	632800.758	1262011.813	438513.0928	876799.4133	577190.1339	1096501.747	1468496.156	1635640.859	877193.6431	470911.2444	142112.657	1480954.667	1186296.995	1511981.765	851396.7832	574201.6159	545228.3595	3586087.05	2263372.597	1297331.498	2078519.029	2586579.136	3036498.827	2459109.492
74	337580.389	249952.4575	76832.82624	116806.1872	148897.8232	160241.41	413029.3301	484944.9682	174169.1784	267027.4307	65949.01126	168699.2734	110792.3138	222426.1381	489295.815	124600.99	340038.1692	28538.48812	223653.1985	261483.4714	33033.12965	8578.108855	154656.967	253509.6242	136104.9021	84597.31489	58258.14611	106446.875	242867.6293	286813.9287
75	3844516.922	4554774.447	4543367.818	4706892.51	4722235.627	4529519.912	6541905.545	4719903.991	3960304.846	5178181.139	4980941.893	3197909.362	4563541.842	5154847.954	5576508.898	5220720.541	6477193.488	3923109.182	5143090.412	3836270.246	5186134.814	4022323.671	6672819.638	4478715.01	4633595.966	5376496.897	5904381.261	6519311.667	5041618.412	4413681.295
76	862800.529	799666.0053	843317.4838	874215.8998	930010.3243	858895.1294	997687.0531	939224.4212	843237.5956	931879.5531	902775.126	881056.3985	987366.6248	971744.3332	891459.2054	815914.483	1013896.639	865265.1161	969216.474	906931.8877	779587.0526	862578.8986	1027858.008	849686.1633	810910.9346	939927.5581	936660.8923	882173.0999	927714.3385	903491.0159
77	2320665.881	7543949.336	366084.3194	474095.2163	2620030.229	675671.2546	376779.662	633449.0835	736064.7333	995777.429	458906.4276	557334.8448	3975491.215	926448.5728	376949.9165	362569.5663	2710613.853	268411.1238	2623580.606	1.1e+07	2374775.818	1207452.092	214457.4253	955794.3572	1282142.906	1835721.174	2277544.551	666998.3077	1357075.234	658022.6067
78	42100000	40100000	43700000	48200000	40800000	43900000	41100000	42600000	48700000	40700000	40900000	43600000	40700000	41800000	40800000	4.3e+07	50800000	41200000	41100000	41800000	40100000	40700000	4.1e+07	39100000	43200000	44200000	43300000	41700000	42600000	41400000
79	569616.5546	414604.5864	176274.0379	109382.6024	576979.9689	382186.4306	550715.1749	1079512.142	326786.4448	565425.83	371664.6644	193010.7875	785534.5916	751033.084	453895.5872	306393.7172	68692.94586	736919.242	163054.4373	483679.482	208295.9579	24792.90386	185212.7583	816609.2507	327307.2126	270770.3538	600461.9788	455581.6401	1139228.274	840545.7915
80	692450.3154	681058.0149	681526.8156	707748.5869	706529.1515	737512.7505	656565.2304	501128.7586	689070.0596	704986.712	696367.037	666253.9675	706462.1121	723590.1086	725567.36	721919.7913	705741.1844	722614.0634	714800.225	740088.858	730345.5555	729722.4048	710382.0617	761151.831	728755.7234	727225.6645	739858.0948	702377.119	701780.2359	712118.2593
81	3089491.536	10600000	509811.9085	1125979.708	5334459.585	1412035.772	761201.7898	1196079.185	1543194.691	1515924.334	652848.6636	420033.9799	5548156.912	1522024.328	707976.8253	742242.0852	4152342.919	295615	2792697.901	5269592.096	5422457.194	568423.8936	206384.2951	364991.297	1184073.031	641020.7493	633253.7274	219699.1277	1687094.818	459616.9686
82	2838554.609	2709615.267	2682121.969	2648676.934	2739553.976	2715036.785	2586596.416	2713813.967	2742856.543	2710021.193	2687180.032	2916567.063	2695340.258	2609338.35	2667579.383	2577851.132	2739768.882	2733223.417	2607619.006	2722533.776	2733128.82	2684236.193	2789206.278	2803413.166	2829755.814	2759751.853	2752690.683	2852255.954	2774809.172	3802106.834
83	2164971.102	2178821.104	2127135.553	2310761.931	2373448.885	2212388.567	2254245.254	2265126.36	2180904.724	2430384.782	2310318.767	2351230.787	2344940.452	2500135.94	2405204.605	2186216.635	2373768.375	2287352.405	2585806.031	2255203.946	2338064.019	2075136.942	2191821.286	2563347.487	2440836.229	2452986.362	2308054.205	2324783.293	2183292.832	2258914.605
84	56711.14361	116716.6246	208361.8974	541958.9249	842671.8362	619257.0247	640224.9002	563432.2375	891077.9783	493633.6499	498431.9196	52032.61003	538481.2798	312590.6547	728884.709	598894.3104	256454.7479	320170.1827	203712.0588	107532.0664	914616.4417	60708.64257	223850.8482	5059.69522	25062.69579	48341.35279	71294.15263	19695.56513	125450.8942	80553.78856
85	110285.4085	205436.8715	294413.8203	659614.531	1034389.122	825887.2789	784587.0757	806062.8491	1053052.072	659886.0361	681563.5205	63347.8879	701958.5179	317291.3655	703910.3102	612415.9275	300284.3791	184247.2143	265233.8993	89241.27776	1060830.583	100259.9476	206082.6534	0	7924.679262	16801.74597	41032.83015	32867.07444	160359.6987	69342.90079
86	5929819.985	5720090.402	4711709.433	4470515.207	4643137.16	5088965.259	4489568.416	4499910.183	4866355.022	4900360.723	4681879.713	5152813.077	4394412.925	5023116.143	4662918.91	4536367.979	4557280.51	4772321.714	4492592.049	4555427.125	4841421.386	4643632.731	4327153.771	4668892.928	4963175.689	5159855.928	5047870.607	4279265.445	4623043.682	4929320.647
87	1186958.188	1148814.705	317587.9536	568509.1001	962524.2144	450582.0397	545916.7647	611568.1351	736898.635	799176.9992	709278.2172	1279024.94	644472.7672	797601.9339	700461.2014	427668.9179	602129.56	851524.6327	1459564.387	1182602.92	1492577.571	1083603.901	1676442.716	743953.7981	1195572.855	816807.8692	764967.9643	1053066.459	939110.0567	1250995.243
88	35972.34985	2527729.045	1780220.413	1449886.13	2204700.448	3554225.067	1148784.199	1960928.175	2622944.741	2519105.436	1325516.919	105283.7622	1566770.057	920994.8766	1096114.948	1831726.122	2099501.199	109229.0731	1712923.568	108283.4809	4559399.691	70511.02693	159774.444	34200.45603	26771.44896	54021.75707	4637.6385	15685.63733	88195.70412	30019.07172
89	6866619.063	6875864.753	6775655.209	6700704.865	6475355.525	6771098.063	6508338.346	6588506.857	6967143.458	6805484.829	6705935.053	7192626.089	6447126.754	6997806.364	6616691.406	6774653.248	6765972.947	7277097.399	7209012.511	6812686.013	6815378.772	7113918.105	6800147.081	6947440.5	6889984.733	6769776.786	7049687.792	6968309.576	6883584.23	6970799.208
90	1841036.538	1754821.494	836573.0996	456211.4323	1298015.651	620653.2245	382785.0547	529759.4605	888886.1452	538308.7832	659851.7538	1582700.229	1262316.388	1530784.076	362524.6335	877142.8546	1116449.426	1384555.616	1292658.729	1406026.348	647129.0606	1184944.409	741708.5696	1741285.42	1629500.615	1106223.476	1267919.319	1014055.912	1589885.193	1412112.527
91	1756724.571	1529620.57	759110.1206	395201.7623	1221325.436	543200.5711	333106.9158	539854.5062	844070.2255	603850.9654	659148.1902	1855204.61	1209535.074	1784338.033	357714.8465	811076.588	1041064.641	1456026.658	1425585.661	1521750.496	742209.2873	969672.5167	691160.3421	1641388.824	1558775.042	1196846.284	1324598.069	999154.5268	1778609.032	1195201.105
92	543839.2114	494334.3427	549882.8957	675564.8295	555497.3846	627958.3354	702877.233	589610.7962	679644.5331	529264.5506	590127.5341	517949.3547	553179.6389	652113.504	689571.1397	576422.2386	684758.2196	712245.6812	1114242.646	537195.9156	686799.6481	574300.7785	601672.2751	594704.129	609608.7099	538046.8023	544092.7594	544556.6629	555243.6069	566749.6377
93	805164.146	807519.9218	787180.4775	797368.3967	757800.6934	779982.8412	833693.6426	790861.8564	753398.4695	797896.5986	828548.9178	775035.5362	744147.331	828403.8634	771489.3437	777354.9437	819884.0221	761371.1263	823238.2246	768810.2908	804198.3181	755667.9821	854319.8622	790911.899	782469.5764	818472.8801	832198.5152	851119.2519	808092.6871	814172.1369
94	7593834.03	17800000	2317610.36	2007531.162	7659118.945	3722053.875	2163437.904	2980571.414	2460957.172	1795654.629	2706621.934	8769495.791	8657590.845	7413463.414	3341595.815	2292892.499	2628398.462	4013429.94	7380010.106	14300000	4747964.532	5514492.606	1992807.621	5107594.03	5046606.383	4961108.184	4494325.065	3171453.38	10100000	5223298.216
95	2074715.243	1992812.146	393300.4148	323910.9671	590147.5272	828323.3501	373089.9796	481515.135	520693.8714	769009.965	460128.1522	435919.1127	300525.1535	457624.4341	539551.7942	643697.9296	316963.2652	517757.0353	2411125.841	3082530.117	3745485.747	2139395.945	1300711.733	465373.8339	1412386.084	498789.7889	446890.274	518398.404	932940.7379	629456.4308
96	484494.4495	473677.9154	54616.88514	45968.43979	528966.757	126476.4532	240518.2857	504502.647	307868.6067	165384.5854	467020.8	455146.5819	457119.7952	237309.0542	173321.7388	227668.1368	146414.77	746241.3451	763505.3869	915790.5042	455131.7835	728217.529	636947.96	2527209.597	933310.1964	1026638.74	1275332.808	594998.6495	1267150.667	2670472.886
97	1464947.751	1756804.157	1216270.682	627518.1459	792121.0635	1878938.996	335984.4077	630448.378	397311.7105	2117944.03	425078.5981	1191544.885	681421.7868	1250813.066	567887.2635	329401.5064	217204.2456	925720.5055	7714614.961	449731.4438	400207.9168	334166.1825	263244.8756	1084922.045	3661653.261	836746.7086	2156674.812	582631.6523	1291665.185	1312393.556
98	4757723.442	7310621.218	1580889.957	1286619.881	2765179.368	5189752.395	2076777.421	3054620.873	2381159.661	3997423.665	1629732.608	3744268.406	1407788.77	5391202.048	2294925.641	960496.9985	405330.5463	1738497.504	175462.7664	801558.8206	1237902.943	406106.2244	495222.0228	1165446.718	657064.8668	2000318.42	767282.0303	1482101.668	2485645.565	1679143.96
99	735653.784	751437.0007	981380.0046	2230519.178	628307.5991	1367495.383	2729358.163	1738267.196	6293120.928	3865317.431	936530.0568	3710050.941	961835.637	1387580.282	3554806.333	1062187.981	3850762.494	2478138.53	917112.2907	1121072.189	5751915.554	2072800.597	1215522.817	1282188.12	1290277.455	1702411.634	1230425.016	2416637.271	1349407.321	2486058.724
100	1921325.233	1917300.429	2021188.084	2220393.347	2032182.982	2105009.716	2424518.899	2288440.394	2129193.405	2290812.257	2356348.216	1815172.348	1984801.374	2186517.359	2376469.279	2291564.889	2428532.295	2115874.784	2326738.904	2173534.423	2317514.949	2045791.639	2450619.945	2306633.847	1948548.768	2390430.431	2243333.533	2281247.487	2186264.801	2010404.902
101	362363.6827	400269.5395	104735.4645	47021.20113	353381.5791	154064.9161	344180.2723	788760.762	185630.3475	557901.5747	321917.6165	360164.658	444928.6846	392235.7482	405626.5919	244030.1971	58913.21866	508873.1722	127088.1426	263130.2033	113897.0628	138661.4834	252912.5958	819805.92	383170.7011	391027.6148	723999.7437	1484058.346	1081396.579	1261644.548
102	907189.6918	1033583.399	576427.1935	398179.7178	915463.3821	436020.0105	356412.3741	563552.5696	599418.692	887670.9361	526356.331	764699.7355	885821.5971	604750.558	781082.6554	380861.9096	1106227.239	615030.5867	978892.634	957071.8722	1304768.889	649849.9537	424455.253	1519463.007	1225472.372	898707.9989	1259748.612	1371040.161	1235663.105	1460494.549
103	11800000	12500000	5312030.821	2674723.175	9310656.347	3928783.273	4973170.583	9453030.001	6143691.737	5178692.714	13200000	3.4e+07	8821123.569	26800000	3123646.557	6756966.448	6838377.301	27100000	20100000	10700000	4412081.518	19200000	11100000	31600000	2.4e+07	20600000	29500000	24600000	31400000	2.9e+07
104	13252.6731	3487613.803	1603303.66	2675062.705	2971708.061	3322222.814	1192666.592	1078145.884	1839803.268	3121699.34	182167.4983	1223143.758	4518124.089	3023852.271	2276967.006	1725938.033	1194678.967	255247.8835	3580589.83	472182.5183	4276670.651	274979.0991	45300.33732	10050.02214	71812.99647	129474.1055	14888.7782	8787.949796	4168500.354	49380.27844
105	146023.9529	308793.59	182622.3084	474453.3111	1313425.334	683055.9719	414959.5272	775179.2909	976340.0129	747069.0947	591917.0632	52029.86942	850804.5236	361036.9019	571062.8955	523481.3132	262714.6382	294306.7079	297641.1475	133276.1653	1545032.374	178961.9852	187765.1661	16784.63092	29856.57101	44709.98413	75055.94067	16464.78379	183582.871	140863.948
106	1222354.405	1207529.218	2795952.424	4358917.835	2000160.111	4634398.88	6789350.722	2326212.575	3713261.294	1005695.327	1414892.132	1389262.046	1778323.253	2646070.304	4268986.936	3794689.57	3070444.148	4542745.309	23500000	3035524.776	8038998.633	2303421.611	990145.4277	858303.3352	1157202.258	1300882.355	1353410.512	1223727.571	1206323.524	1486596.451
107	3376453.191	2956928.109	1770733.42	860117.6374	3016037.214	1163465.107	723525.4604	1406267.974	2185896.423	1255436.007	1648812.807	5713735.282	3201774.056	4362196.181	562994.8462	2271162.431	3298290.148	2370954.543	873463.8423	2290276.472	670319.7499	847099.6196	1282551.137	3716268.23	3937281.295	1418800.376	1456639.607	2746730.81	2616152.704	3689152.765
108	1694281.296	1622149.213	347631.9578	315323.1464	1405625.676	332188.6817	320989.184	527910.462	731489.6088	544558.7162	468458.2603	1680647.589	1268314.821	1371207.603	374613.9755	688717.2294	979042.6137	1390173.965	4797304.885	2260514.06	1335864.912	1251553.29	965828.9364	3089453.806	2034720.738	1278223.151	1623208.363	1550290.429	1691075.582	4255838.866
109	15200000	1.9e+07	1728151.658	553319.6288	9227367.686	4057783.715	1711012.628	3378342.874	1916585.389	1517373.37	5815855.626	6161524.203	4874379.508	4504279.432	655878.6782	703113.9243	512548.6068	5143119.192	1.1e+07	8991051.236	4991706.799	2314741.586	3664261.993	8980341.25	7754871.35	6463972.769	9743590.544	6606622.306	12200000	9891447.862
110	4814505.227	3642528.675	552493.9452	758998.5355	1146464.251	1202486.309	173596.7895	456773.1344	398290.7183	316313.6906	226022.0882	4006772.367	931808.4089	2674130.913	657292.2419	822274.1425	1129518.936	826797.5888	17895.6419	41466.96364	300746.7721	251667.8564	243438.0178	765310.4515	1521558.351	1177253.335	1589719.447	319418.4584	567349.5109	980540.8225
111	3556402.305	3905135.696	3621701.126	3503429.157	3553683.595	3669065.004	3413682.084	3350545.765	3572907.511	3713637.171	3494462.816	3734148.717	3403951.436	3747833.822	3513121.877	3361301.521	3312610.175	3503868.708	3457332.666	3263766.496	3581284.338	3346507.492	3312239.975	3398724.649	3664760.868	3710473.42	3679453.058	3222705.384	3456934.241	3588314.872
112	686746.3776	822511.3916	999883.1901	1283934.585	1247796.067	809499.0359	824242.2291	1013392.214	446793.6975	750800.7873	712466.8375	770004.6194	922655.8728	777481.2496	1345208.584	1130635.773	1212885.936	715304.2228	1335860.708	394475.0755	460258.7191	455379.5172	936384.1544	831848.5953	641513.857	733492.3663	505649.1896	378883.4338	175418.7826	298474.5599
113	86400000	88700000	1.02e+08	97700000	98200000	1.09e+08	96600000	94300000	88700000	8.3e+07	85100000	92700000	84700000	97600000	93800000	93400000	89400000	89700000	84800000	85400000	82700000	83200000	81400000	85700000	85900000	82100000	79100000	88300000	82100000	90400000
114	621602.1208	608164.054	442535.7972	519317.1481	621475.3342	447036.1959	459771.7503	517973.1588	551219.2365	598165.8718	488183.1076	546215.1705	528426.585	604735.3562	600107.619	495921.0855	869703.8123	553925.6246	564321.6499	500204.836	493679.0433	460112.5457	457420.9934	603394.505	595576.7802	540698.3185	551516.4802	570115.6751	653596.7472	615522.4335
115	7998383.941	6385947.361	1337180.236	974278.5699	3606971.558	2029246.658	1686155.376	3154028.519	1845802.904	4769126.762	5362964.261	10200000	3119214.563	3370165.407	1066567.748	1600770.669	1150032.894	5832507.4	5378767.527	7231873.667	3302017.286	9045204.278	5628550.098	11400000	8260650.24	7848588.81	10600000	8741433.854	1.1e+07	1.4e+07
116	970192.669	984206.8037	1100465.826	1014714.201	994761.1508	994081.9513	984415.243	916637.9905	1013058.02	894586.4122	1003750.058	1054275.092	951038.522	1051665.182	973186.1337	1018463.262	1016228.955	972465.7971	895377.6457	1030848.613	905796.5357	1015050.053	1051989.531	1081046.25	1038825.338	1010081.304	1018682.353	1051315.142	988853.7734	985471.1722
117	4595267.464	6701584.864	769655.7497	521111.3622	3887638.21	1598281.897	1378560.929	2531770.894	1087057.854	1750242.437	1183833.079	2392992.635	3302828.325	3797943.011	1714215.637	1039151.242	329205.2652	3344519.295	2703065.523	3480186.276	2071372.735	1105201.076	1008312.677	8703301.776	5009168.837	3340642.863	4888060.464	5391547.669	7269243.94	5372942.498
118	7358742.152	8074719.969	1298636.276	1095943.568	7901560.907	1426709.791	1020768.542	2816077.941	1795520.697	4038475.513	2078647.483	1792520.224	2574044.016	1309341.054	533486.2695	622094.7222	679777.6612	1216590.252	3678714.336	2722247.196	4519161.877	3236383.947	2677811.481	3606342.937	2459500.448	2414879.359	2906446.526	2381410.824	3641878.099	2629309.926
119	298157.5429	242636.4967	159704.7197	123064.3127	201499.6419	105796.8496	160169.3	249978.9466	277834.5989	206928.9181	255349.2079	578583.9983	231676.0908	306271.2969	287356.4575	281044.0634	162892.3604	555518.1274	248728.4721	379031.0242	127690.9263	225010.2338	344789.466	763473.2767	742123.1712	247106.0308	370886.5729	422381.5532	919301.6723	1012724.826
120	5231455.993	7224706.979	1975041.063	1920913.03	4747368.351	3822059.546	5528878.949	7356136.137	2170499.427	5249523.531	729956.3357	1932246.647	1485943.424	5302610.542	6385678.905	1590023.43	4380981.306	1017577.315	7344861.436	3302927.505	852676.5102	422907.8029	1970083.139	3173567.527	3416241.875	1050855.619	2346724.03	1334791.137	4482036.478	4678274.048
121	1288893.272	7755835.653	1044553.599	1386954.026	3346905.651	1924855.252	463711.6042	649257.6803	1008825.761	2587049.063	787474.3489	1236572.61	2465122.018	1525552.085	488396.8077	514051.6995	543402.56	346358.9719	2991767.252	2226866.84	1987569.172	1177696.107	436658.1937	549236.6554	998869.6044	1013104.316	572464.7179	505356.2676	8328776.548	897434.8502
122	1081083.431	1661004.724	387229.5959	320530.3726	607921.5239	1137042.199	467885.934	648673.8592	494267.5493	883486.2264	384129.1838	835572.4528	347828.1767	1201804.27	476539.151	246343.8249	97060.88237	267538.3883	35697.41257	138013.7709	315202.4785	49994.85835	88466.24267	285955.9335	163105.6007	431082.0616	195012.5735	362019.5522	510833.1974	345855.3229
123	2219194.896	2231874.841	2074118.64	2030567.34	2147138.94	2043790.61	1976656.219	2120255.59	2123787.39	2129093.214	2183573.893	2085696.617	2158086.257	2051506.6	2067655.243	2024748.368	2082283.684	2139343.547	2170370.327	2126341.643	2093624.995	2166975.798	2031804.907	2167460.926	2126078.125	2222140.011	2115285.406	2171479.11	2186538.288	2208705.134
124	133455.7871	52204.6301	111381.831	236455.3584	185815.7583	118520.4536	633035.5542	894291.2222	530366.0145	827961.9488	1066189.353	166990.1337	1286220.523	262406.9697	1484225.142	238124.5425	3659376.173	301258.17	88611.76164	37051.7948	286043.8039	55618.23623	31645.49375	178796.7527	58513.65145	374268.1059	218547.2063	165082.3551	225909.3312	595338.0729
125	894810.9605	799848.1834	978200.3093	2584243.523	1044834.474	1279904.066	922472.5607	1080852.548	4927354.436	1387708.006	1074511.131	917050.5284	1181343.102	1025450.842	912401.0158	1661716.337	4667429.027	1468037.24	754794.6681	690761.7135	713463.7449	765575.3964	736783.4105	695414.3737	823711.6212	763094.0637	783917.1409	776364.5129	864708.9914	714462.1634
126	6274875.269	13100000	1236465.235	751194.9925	6267593.341	3053921.294	343943.3933	432542.596	229307.5175	1723295.686	222156.6168	2223290.704	8729478.397	4165387.876	325903.2183	295255.5829	124384.8607	234910.9599	3412131.641	13900000	1088126.609	1532047.597	236859.1838	2198371.759	5328159.481	2205683.24	2510861.948	1813597.904	2728106.52	1964595.612
