Feature	Intercept_mean	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_mean	Intercept_std	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_std	Intercept_hdi	C(NASH_category, Treatment('Non_NASH'))[T.NASH]_hdi
d2859d175cbce4cbb01335e155616613	-10.963949707399998	-4.135600685024992	2.351863203166389	3.5890465895941643	(-14.6321, -6.0798)	(-11.029, 2.57423)
af4fd07a19035add3a54f4fd0cc11352	-6.848991499999994	0.11703565305650021	0.6237551507495944	0.7611785763021343	(-7.91471, -5.63216)	(-1.4275, 1.41758)
2347752b1c24931521b8015f33f18558	-4.395555493049988	-0.09210395294299997	1.0656653087182837	1.2609806961126666	(-6.17952, -2.40127)	(-2.73342, 2.07797)
1d2e5f3444ca750c85302ceee2473331	-9.19979918103502	0.4499159671511	4.241310224873298	3.5931379037771585	(-16.4235, -1.1328)	(-6.18783, 7.45427)
d1db561b8d5ffcf64c5b57d08f9c5817	-8.173273050000015	-0.3742706075024998	0.9973688519380869	1.1749126393607978	(-9.86283, -6.28132)	(-2.53712, 1.91044)
5db2cf37007f874e25eb2c901917e15a	-6.902374919999995	-0.10246334471399988	0.8612965788236329	0.998864156061521	(-8.36207, -5.1196)	(-1.99066, 1.87832)
ec0d9410c96cd5c374221cda821359fa	-5.672846762049995	-1.605110916045	2.334256369105545	3.133638800158281	(-9.2366, -0.998906)	(-7.39478, 4.3933)
1a8f4d78785f78a1ac4e95b79749e6ca	-4.2121555867	-0.8444542455979981	0.9259418826217525	1.1192599425744574	(-5.73177, -2.43927)	(-3.10812, 1.15095)
594eaf92d4c7171ce0b3636ca4f46341	-6.94483336634998	-0.6513294428300008	3.2789912962288086	3.495420408145468	(-12.029, -0.687005)	(-7.77698, 5.84136)
2fa980c595269f393b6188894e624abf	-9.044115609999999	-5.955893638799997	0.6556087868342128	2.743180189839651	(-10.1482, -7.78116)	(-11.0282, -1.55487)
359e73d48c4baa972dd48e2055cef261	-7.292980725000004	-3.1215330642500025	0.5221516884236078	0.8206019359055251	(-8.36172, -6.42554)	(-4.65857, -1.70064)
855c18fbe80869f9770a32882059ab85	-4.1733334210000095	-3.2125318485500034	0.7723173497844755	0.9978779375290809	(-5.59555, -2.75485)	(-5.01617, -1.21641)
0c74ca25a9308a033fb0ed82924ba42a	-9.351846434900036	-0.14285629283499984	2.4236579247593415	2.3072890818762706	(-13.0611, -4.23219)	(-5.22332, 3.94101)
