file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	Filepath	Filename	MassIVE	Taxaname_file	Taxa_NCBI	ReDU_Availability	Blank	QC	Scan
mzspec:MSV000085119:P1_A11_GA11_02_53334	0.01	mzspec:MSV000085119:P1_A11_GA11_02_53334:scan:1178	1	0.83	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_A11_GA11_02_53334.mzML	MSV000085119/P1_A11_GA11_02_53334.mzML	MSV000085119	Amorimia coriacea	1816315	Yes	No	No	3597
mzspec:MSV000085119:P1_G1_GG1_01_53541	0.01	mzspec:MSV000085119:P1_G1_GG1_01_53541:scan:1137	1	0.83	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_G1_GG1_01_53541.mzML	MSV000085119/P1_G1_GG1_01_53541.mzML	MSV000085119	Callaeum antifebrile	1027110	Yes	No	No	3597
mzspec:MSV000085119:P5_D1_GD1_01_53965	0.01	mzspec:MSV000085119:P5_D1_GD1_01_53965:scan:1212	1	0.83	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D1_GD1_01_53965.mzML	MSV000085119/P5_D1_GD1_01_53965.mzML	MSV000085119	Mascagnia	151848	Yes	No	No	3597
mzspec:MSV000085119:P4_C6_BC6_01_53846	0.01	mzspec:MSV000085119:P4_C6_BC6_01_53846:scan:1203	1	0.82	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_C6_BC6_01_53846.mzML	MSV000085119/P4_C6_BC6_01_53846.mzML	MSV000085119	Banisteriopsis malifolia	1561743	Yes	No	No	3597
mzspec:MSV000085119:P1_G5_GG5_02_53487	0.01	mzspec:MSV000085119:P1_G5_GG5_02_53487:scan:1235	1	0.82	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_G5_GG5_02_53487.mzML	MSV000085119/P1_G5_GG5_02_53487.mzML	MSV000085119	Carolus chasei	151851	Yes	No	No	3597
mzspec:MSV000087728:VGF154_G10_pos	-0.0	mzspec:MSV000087728:VGF154_G10_pos:scan:2500	1	0.81	7	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF154_G10_pos.mzML	MSV000087728/VGF154_G10_pos.mzML	MSV000087728	Nelumbo nucifera	4432	Yes	No	No	3597
mzspec:MSV000085119:P2_H6_BH6_01_53741	0.01	mzspec:MSV000085119:P2_H6_BH6_01_53741:scan:1227	1	0.81	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate2_POS/P2_H6_BH6_01_53741.mzML	MSV000085119/P2_H6_BH6_01_53741.mzML	MSV000085119	Stigmaphyllon paralias	151877	Yes	No	No	3597
mzspec:MSV000085119:P1_F1_GF1_02_53453	0.01	mzspec:MSV000085119:P1_F1_GF1_02_53453:scan:1193	1	0.81	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_F1_GF1_02_53453.mzML	MSV000085119/P1_F1_GF1_02_53453.mzML	MSV000085119	Byrsonima coccolobifolia	1027102	Yes	No	No	3597
mzspec:MSV000085119:P3_E6_GE6_01_53791	0.01	mzspec:MSV000085119:P3_E6_GE6_01_53791:scan:1222	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate3_POS/P3_E6_GE6_01_53791.mzML	MSV000085119/P3_E6_GE6_01_53791.mzML	MSV000085119	Tetrapterys cardiophylla	1561826	Yes	No	No	3597
mzspec:MSV000085119:P5_D4_GD4_01_53968	0.01	mzspec:MSV000085119:P5_D4_GD4_01_53968:scan:1209	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D4_GD4_01_53968.mzML	MSV000085119/P5_D4_GD4_01_53968.mzML	MSV000085119	Niedenzuella acutifolia	1027193	Yes	No	No	3597
mzspec:MSV000085119:P4_C11_BC11_01_53851	0.01	mzspec:MSV000085119:P4_C11_BC11_01_53851:scan:1217	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_C11_BC11_01_53851.mzML	MSV000085119/P4_C11_BC11_01_53851.mzML	MSV000085119	Banisteriopsis	151794	Yes	No	No	3597
mzspec:MSV000085119:P5_F9_GF9_01_54001	0.01	mzspec:MSV000085119:P5_F9_GF9_01_54001:scan:1212	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_F9_GF9_01_54001.mzML	MSV000085119/P5_F9_GF9_01_54001.mzML	MSV000085119	Stigmaphyllon auriculatum	1804188	Yes	No	No	3597
mzspec:MSV000085119:P4_F4_BF4_01_53885	0.01	mzspec:MSV000085119:P4_F4_BF4_01_53885:scan:1205	1	0.81	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_F4_BF4_01_53885.mzML	MSV000085119/P4_F4_BF4_01_53885.mzML	MSV000085119	Byrsonima intermedia	1801580	Yes	No	No	3597
mzspec:MSV000085119:P2_E2_BE2_01_53698	0.01	mzspec:MSV000085119:P2_E2_BE2_01_53698:scan:1223	1	0.8	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate2_POS/P2_E2_BE2_01_53698.mzML	MSV000085119/P2_E2_BE2_01_53698.mzML	MSV000085119	Niedenzuella poeppigiana	1816325	Yes	No	No	3597
mzspec:MSV000085119:P4_G2_BG2_01_53896	0.01	mzspec:MSV000085119:P4_G2_BG2_01_53896:scan:1215	1	0.8	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_G2_BG2_01_53896.mzML	MSV000085119/P4_G2_BG2_01_53896.mzML	MSV000085119	Callaeum psilophyllum	1027114	Yes	No	No	3597
mzspec:MSV000083106:rime5941_181101_Cotton_leaves_2_1ul	0.0	mzspec:MSV000083106:rime5941_181101_Cotton_leaves_2_1ul:scan:11616	1	0.8	6	MSV000083106	NoID	MSV000083106/ccms_peak/Cotton_YEE_JEN2_pos/pos_Cotton_leaves/rime5941_181101_Cotton_leaves_2_1ul.mzML	MSV000083106/rime5941_181101_Cotton_leaves_2_1ul.mzML	MSV000083106	Gossypium	3633	Yes	No	No	3597
mzspec:MSV000085119:P5_E2_GE2_01_53981	0.01	mzspec:MSV000085119:P5_E2_GE2_01_53981:scan:1203	1	0.8	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_E2_GE2_01_53981.mzML	MSV000085119/P5_E2_GE2_01_53981.mzML	MSV000085119	Niedenzuella poeppigiana	1816325	Yes	No	No	3597
mzspec:MSV000085119:P5_D2_GD2_01_53966	0.01	mzspec:MSV000085119:P5_D2_GD2_01_53966:scan:1215	1	0.8	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D2_GD2_01_53966.mzML	MSV000085119/P5_D2_GD2_01_53966.mzML	MSV000085119	Mascagnia sepium	151854	Yes	No	No	3597
mzspec:MSV000085119:P4_E8_BE8_01_53876	0.01	mzspec:MSV000085119:P4_E8_BE8_01_53876:scan:1206	1	0.8	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_E8_BE8_01_53876.mzML	MSV000085119/P4_E8_BE8_01_53876.mzML	MSV000085119	Bunchosia pallescens	1561763	Yes	No	No	3597
mzspec:MSV000084060:KM0001	0.0	mzspec:MSV000084060:KM0001:scan:4294967295	1	0.79	7	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0001.mzML	MSV000084060/KM0001.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3597
mzspec:MSV000087148:GNPS - AH-30_20210310130423	0.0	mzspec:MSV000087148:GNPS - AH-30_20210310130423:scan:25211	1	0.79	6	MSV000087148	NoID	MSV000087148/peak/GNPS - AH-30_20210310130423.mzXML	MSV000087148/GNPS - AH-30_20210310130423.mzXML	MSV000087148	Nelumbo nucifera	4432	No	No	No	3597
mzspec:MSV000088606:210116_AR_05_AGE017_H11_1_POS	-0.0	mzspec:MSV000088606:210116_AR_05_AGE017_H11_1_POS:scan:18976	1	0.79	6	MSV000088606	NoID	MSV000088606/ccms_peak/210116_AR_05_AGE017_H11_1_POS.mzML	MSV000088606/210116_AR_05_AGE017_H11_1_POS.mzML	MSV000088606	Condea verticillata	986250	No	No	No	3597
mzspec:MSV000085119:P1_C6_GC6_02_53372	0.01	mzspec:MSV000085119:P1_C6_GC6_02_53372:scan:1200	1	0.79	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_C6_GC6_02_53372.mzML	MSV000085119/P1_C6_GC6_02_53372.mzML	MSV000085119	Banisteriopsis malifolia	1561743	Yes	No	No	3597
mzspec:MSV000085119:P2_F4_BF4_01_53713	0.01	mzspec:MSV000085119:P2_F4_BF4_01_53713:scan:1223	1	0.79	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate2_POS/P2_F4_BF4_01_53713.mzML	MSV000085119/P2_F4_BF4_01_53713.mzML	MSV000085119	Ptilochaeta	151868	Yes	No	No	3597
mzspec:MSV000086644:180_MJB2450_6ul_GC4_01_22376	0.01	mzspec:MSV000086644:180_MJB2450_6ul_GC4_01_22376:scan:3776	1	0.78	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/180_MJB2450_6ul_GC4_01_22376.mzML	MSV000086644/180_MJB2450_6ul_GC4_01_22376.mzML	MSV000086644	Eremophila simulans	2652632	No	No	No	3597
mzspec:MSV000086427:VGF152_C05	0.0	mzspec:MSV000086427:VGF152_C05:scan:2344	1	0.78	6	MSV000086427	NoID	MSV000086427/ccms_peak/ecometabo_rawfiles/VGF152_C05.mzML	MSV000086427/VGF152_C05.mzML	MSV000086427	Banisteriopsis harleyi	1027069	Yes	No	No	3597
mzspec:MSV000087728:VGF152_C11_pos	-0.0	mzspec:MSV000087728:VGF152_C11_pos:scan:2271	1	0.77	6	MSV000087728	NoID	MSV000087728/ccms_peak/VGF_pos_with_QC_and_blanks_raw/VGF152_C11_pos.mzML	MSV000087728/VGF152_C11_pos.mzML	MSV000087728	Typhonium trilobatum	227257	Yes	No	No	3597
mzspec:MSV000084060:KM0051	0.0	mzspec:MSV000084060:KM0051:scan:4294967295	1	0.77	6	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0051.mzML	MSV000084060/KM0051.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3597
mzspec:MSV000086644:094_MJB2364_6ul_GB6_01_22282	0.01	mzspec:MSV000086644:094_MJB2364_6ul_GB6_01_22282:scan:3621	1	0.77	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/094_MJB2364_6ul_GB6_01_22282.mzML	MSV000086644/094_MJB2364_6ul_GB6_01_22282.mzML	MSV000086644	Eremophila verticillata	2652654	No	No	No	3597
mzspec:MSV000082850:ME317252	-0.02	mzspec:MSV000082850:ME317252:scan:4294967295	1	0.77	5	MSV000082850	NoID	MSV000082850/ccms_peak/ME317252.mzML	MSV000082850/ME317252.mzML	MSV000082850	Euphorbia pithyusa	1087776	Yes	No	No	3597
mzspec:MSV000086644:105_MJB2375_6ul_GD1_01_22295	-0.02	mzspec:MSV000086644:105_MJB2375_6ul_GD1_01_22295:scan:4688	1	0.76	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/105_MJB2375_6ul_GD1_01_22295.mzML	MSV000086644/105_MJB2375_6ul_GD1_01_22295.mzML	MSV000086644	Eremophila canaliculata	2652495	No	No	No	3597
mzspec:MSV000085119:P5_H5_GH5_01_54023	0.01	mzspec:MSV000085119:P5_H5_GH5_01_54023:scan:1215	1	0.76	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_H5_GH5_01_54023.mzML	MSV000085119/P5_H5_GH5_01_54023.mzML	MSV000085119	Stigmaphyllon palmatum	2662167	Yes	No	No	3597
mzspec:MSV000085119:P5_D9_GD9_01_53975	0.01	mzspec:MSV000085119:P5_D9_GD9_01_53975:scan:1208	1	0.76	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D9_GD9_01_53975.mzML	MSV000085119/P5_D9_GD9_01_53975.mzML	MSV000085119	Niedenzuella multiglandulosa	1816324	Yes	No	No	3597
mzspec:MSV000086644:155_MJB2425_6ul_BE3_01_22349	0.01	mzspec:MSV000086644:155_MJB2425_6ul_BE3_01_22349:scan:4055	1	0.75	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/155_MJB2425_6ul_BE3_01_22349.mzML	MSV000086644/155_MJB2425_6ul_BE3_01_22349.mzML	MSV000086644	Eremophila margarethae	2652570	No	No	No	3597
mzspec:MSV000085119:P5_D7_GD7_01_53973	0.01	mzspec:MSV000085119:P5_D7_GD7_01_53973:scan:1221	1	0.75	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate5_POS/P5_D7_GD7_01_53973.mzML	MSV000085119/P5_D7_GD7_01_53973.mzML	MSV000085119	Niedenzuella	1027192	Yes	No	No	3597
mzspec:MSV000086644:076_RMF125_6ul_BE4_01_22262	0.02	mzspec:MSV000086644:076_RMF125_6ul_BE4_01_22262:scan:4694	1	0.75	5	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/076_RMF125_6ul_BE4_01_22262.mzML	MSV000086644/076_RMF125_6ul_BE4_01_22262.mzML	MSV000086644	Eremophila adenotricha	2652474	No	No	No	3597
mzspec:MSV000084060:KM0074	0.0	mzspec:MSV000084060:KM0074:scan:4294967295	1	0.75	5	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0074.mzML	MSV000084060/KM0074.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3597
mzspec:MSV000085119:P4_E2_BE2_01_53870	0.01	mzspec:MSV000085119:P4_E2_BE2_01_53870:scan:1211	1	0.75	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_E2_BE2_01_53870.mzML	MSV000085119/P4_E2_BE2_01_53870.mzML	MSV000085119	Blepharandra heteropetala	151797	Yes	No	No	3597
mzspec:MSV000085119:P1_C11_GC11_02_53399	0.01	mzspec:MSV000085119:P1_C11_GC11_02_53399:scan:1222	1	0.75	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_C11_GC11_02_53399.mzML	MSV000085119/P1_C11_GC11_02_53399.mzML	MSV000085119	Banisteriopsis	151794	Yes	No	No	3597
mzspec:MSV000085119:P4_F6_BF6_01_53887	0.01	mzspec:MSV000085119:P4_F6_BF6_01_53887:scan:1212	1	0.75	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_F6_BF6_01_53887.mzML	MSV000085119/P4_F6_BF6_01_53887.mzML	MSV000085119	Byrsonima ligustrifolia	1472305	Yes	No	No	3597
mzspec:MSV000086644:123_MJB2393_6ul_BA3_01_22315	-0.02	mzspec:MSV000086644:123_MJB2393_6ul_BA3_01_22315:scan:5031	1	0.74	7	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/123_MJB2393_6ul_BA3_01_22315.mzML	MSV000086644/123_MJB2393_6ul_BA3_01_22315.mzML	MSV000086644	Eremophila perglandulosa	2652598	No	No	No	3597
mzspec:MSV000085119:P1_E8_GE8_02_53443	-0.02	mzspec:MSV000085119:P1_E8_GE8_02_53443:scan:777	1	0.74	6	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_E8_GE8_02_53443.mzML	MSV000085119/P1_E8_GE8_02_53443.mzML	MSV000085119	Bunchosia pallescens	1561763	Yes	No	No	3597
mzspec:MSV000086644:120_MJB2390_6ul_GE8_01_22310	0.02	mzspec:MSV000086644:120_MJB2390_6ul_GE8_01_22310:scan:3279	1	0.74	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/120_MJB2390_6ul_GE8_01_22310.mzML	MSV000086644/120_MJB2390_6ul_GE8_01_22310.mzML	MSV000086644	Eremophila cryptothrix	2652509	No	No	No	3597
mzspec:MSV000085119:P1_H10_GH10_01_53563	0.01	mzspec:MSV000085119:P1_H10_GH10_01_53563:scan:1229	1	0.74	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_H10_GH10_01_53563.mzML	MSV000085119/P1_H10_GH10_01_53563.mzML	MSV000085119	Heteropterys	151831	Yes	No	No	3597
mzspec:MSV000086644:356_RMF179_6ul_GE4_01_22569	0.02	mzspec:MSV000086644:356_RMF179_6ul_GE4_01_22569:scan:4244	1	0.73	6	MSV000086644	NoID	MSV000086644/ccms_peak/20201229_Myoporeae_full_dataset/356_RMF179_6ul_GE4_01_22569.mzML	MSV000086644/356_RMF179_6ul_GE4_01_22569.mzML	MSV000086644	Eremophila elderi	2724787	No	No	No	3597
mzspec:MSV000085119:P1_F4_GF4_01_53529	0.01	mzspec:MSV000085119:P1_F4_GF4_01_53529:scan:1215	1	0.73	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_F4_GF4_01_53529.mzML	MSV000085119/P1_F4_GF4_01_53529.mzML	MSV000085119	Byrsonima intermedia	1801580	Yes	No	No	3597
mzspec:MSV000085119:P4_F8_BF8_01_53889	0.01	mzspec:MSV000085119:P4_F8_BF8_01_53889:scan:1211	1	0.73	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate4_POS/P4_F8_BF8_01_53889.mzML	MSV000085119/P4_F8_BF8_01_53889.mzML	MSV000085119	Byrsonima sericea	1801593	Yes	No	No	3597
mzspec:MSV000083756:QCmix3_RF2_149	-0.0	mzspec:MSV000083756:QCmix3_RF2_149:scan:2180	1	0.72	6	MSV000083756	NoID	MSV000083756/ccms_peak/QCmix3_RF2_149.mzML	MSV000083756/QCmix3_RF2_149.mzML	MSV000083756	QC	QC	Yes	No	Yes	3597
mzspec:MSV000084060:KM0020	0.0	mzspec:MSV000084060:KM0020:scan:4294967295	1	0.7	6	MSV000084060	NoID	MSV000084060/ccms_peak/2DModels/KM0020.mzML	MSV000084060/KM0020.mzML	MSV000084060	Thapsia garganica	79022	No	No	No	3597
mzspec:MSV000085119:P1_E10_GE10_02_53447	0.01	mzspec:MSV000085119:P1_E10_GE10_02_53447:scan:1193	1	0.7	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate1_POS/P1_E10_GE10_02_53447.mzML	MSV000085119/P1_E10_GE10_02_53447.mzML	MSV000085119	Byrsonima coccolobifolia	1027102	Yes	No	No	3597
mzspec:MSV000085119:P2_H5_BH5_01_53740	0.01	mzspec:MSV000085119:P2_H5_BH5_01_53740:scan:1221	1	0.7	5	MSV000085119	NoID	MSV000085119/ccms_peak/Malpighiaceae_POS/Malpighiaceae_Plate2_POS/P2_H5_BH5_01_53740.mzML	MSV000085119/P2_H5_BH5_01_53740.mzML	MSV000085119	Stigmaphyllon palmatum	2662167	Yes	No	No	3597
mzspec:MSV000087872:Albuca-bracteata-flower-nBuOH	0.0	mzspec:MSV000087872:Albuca-bracteata-flower-nBuOH:scan:1624	1	0.97	12	MSV000087872	NoID	MSV000087872/ccms_peak/MassIVE - Matthaei + Herbarium datasets/Albuca-bracteata-flower-nBuOH.mzML	MSV000087872/Albuca-bracteata-flower-nBuOH.mzML	MSV000087872	Albuca bracteata	82047	No	No	No	1425
mzspec:MSV000083756:Tomato-9MeOH-1H2O_RC2_79	-0.0	mzspec:MSV000083756:Tomato-9MeOH-1H2O_RC2_79:scan:114	1	0.92	11	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-9MeOH-1H2O_RC2_79.mzML	MSV000083756/Tomato-9MeOH-1H2O_RC2_79.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_130	0.0	mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_130:scan:93	1	0.92	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5MeOH-5ACN_RC7_130.mzML	MSV000083756/Tomato-5MeOH-5ACN_RC7_130.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:QCmix1_RF2_3	-0.0	mzspec:MSV000083756:QCmix1_RF2_3:scan:94	1	0.91	11	MSV000083756	NoID	MSV000083756/ccms_peak/QCmix1_RF2_3.mzML	MSV000083756/QCmix1_RF2_3.mzML	MSV000083756	QC	QC	Yes	No	Yes	1425
mzspec:MSV000083756:Tomato-9MeOH-1H2O_RC2_78	-0.0	mzspec:MSV000083756:Tomato-9MeOH-1H2O_RC2_78:scan:108	1	0.9	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-9MeOH-1H2O_RC2_78.mzML	MSV000083756/Tomato-9MeOH-1H2O_RC2_78.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:QCmix4_RF2_216	-0.0	mzspec:MSV000083756:QCmix4_RF2_216:scan:98	1	0.89	11	MSV000083756	NoID	MSV000083756/ccms_peak/QCmix4_RF2_216.mzML	MSV000083756/QCmix4_RF2_216.mzML	MSV000083756	QC	QC	Yes	No	Yes	1425
mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_187	-0.0	mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_187:scan:96	1	0.89	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5EtOH-5H2O_RC10_187.mzML	MSV000083756/Tomato-5EtOH-5H2O_RC10_187.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_188	-0.0	mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_188:scan:96	1	0.89	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5EtOH-5H2O_RC10_188.mzML	MSV000083756/Tomato-5EtOH-5H2O_RC10_188.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-MeOH_RC1_45	0.0	mzspec:MSV000083756:Tomato-MeOH_RC1_45:scan:106	1	0.89	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-MeOH_RC1_45.mzML	MSV000083756/Tomato-MeOH_RC1_45.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:QCmix2_RF2_98	-0.0	mzspec:MSV000083756:QCmix2_RF2_98:scan:96	1	0.88	11	MSV000083756	NoID	MSV000083756/ccms_peak/QCmix2_RF2_98.mzML	MSV000083756/QCmix2_RF2_98.mzML	MSV000083756	QC	QC	Yes	No	Yes	1425
mzspec:MSV000083756:QCmix3_RF2_149	0.0	mzspec:MSV000083756:QCmix3_RF2_149:scan:136	1	0.88	10	MSV000083756	NoID	MSV000083756/ccms_peak/QCmix3_RF2_149.mzML	MSV000083756/QCmix3_RF2_149.mzML	MSV000083756	QC	QC	Yes	No	Yes	1425
mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_189	-0.0	mzspec:MSV000083756:Tomato-5EtOH-5H2O_RC10_189:scan:96	1	0.88	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5EtOH-5H2O_RC10_189.mzML	MSV000083756/Tomato-5EtOH-5H2O_RC10_189.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_129	0.0	mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_129:scan:88	1	0.88	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5MeOH-5ACN_RC7_129.mzML	MSV000083756/Tomato-5MeOH-5ACN_RC7_129.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_128	0.0	mzspec:MSV000083756:Tomato-5MeOH-5ACN_RC7_128:scan:80	1	0.88	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5MeOH-5ACN_RC7_128.mzML	MSV000083756/Tomato-5MeOH-5ACN_RC7_128.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-MeOH_RC1_47	0.0	mzspec:MSV000083756:Tomato-MeOH_RC1_47:scan:105	1	0.88	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-MeOH_RC1_47.mzML	MSV000083756/Tomato-MeOH_RC1_47.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-MeOH_RC1_46	-0.0	mzspec:MSV000083756:Tomato-MeOH_RC1_46:scan:105	1	0.88	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-MeOH_RC1_46.mzML	MSV000083756/Tomato-MeOH_RC1_46.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133	-0.0	mzspec:MSV000084900:Silage_7_tk2_GB7_01_49133:scan:712	1	0.87	10	MSV000084900	NoID	MSV000084900/peak/Global_Foodomics_composite_data_2020/MSV000083010_silage/Silage_7_tk2_GB7_01_49133.mzXML	MSV000084900/Silage_7_tk2_GB7_01_49133.mzXML	MSV000084900	Zea mays	4577	No	No	No	1425
mzspec:MSV000083756:Tomato-8MeOH-2H2O_RC3_94	0.0	mzspec:MSV000083756:Tomato-8MeOH-2H2O_RC3_94:scan:98	1	0.87	10	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-8MeOH-2H2O_RC3_94.mzML	MSV000083756/Tomato-8MeOH-2H2O_RC3_94.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-8MeOH-2H2O_RC3_95	-0.0	mzspec:MSV000083756:Tomato-8MeOH-2H2O_RC3_95:scan:100	1	0.87	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-8MeOH-2H2O_RC3_95.mzML	MSV000083756/Tomato-8MeOH-2H2O_RC3_95.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
mzspec:MSV000083756:Tomato-5MeOH-5H2O_RC6_192	-0.0	mzspec:MSV000083756:Tomato-5MeOH-5H2O_RC6_192:scan:94	1	0.87	9	MSV000083756	NoID	MSV000083756/ccms_peak/Tomato-5MeOH-5H2O_RC6_192.mzML	MSV000083756/Tomato-5MeOH-5H2O_RC6_192.mzML	MSV000083756	Solanum lycopersicum	4081	Yes	No	No	1425
