Feature	Intercept_mean	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_mean	Intercept_std	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_std	Intercept_hdi	C(ATTRIBUTE_groups, Treatment('G1P'))[T.G3P]_hdi
1494	-9.495045454999998	-0.8318464834119991	0.5263613679461033	0.9843248894012041	(-10.4671, -8.49909)	(-2.49451, 1.18161)
4960	-8.390297285000004	-0.33205018478100023	0.3445787136623194	0.6605852368292189	(-9.06032, -7.77752)	(-1.62026, 0.836817)
6228	-8.703269310000005	1.20648286224	0.9005708631055217	1.6992391239042295	(-10.1719, -6.9719)	(-1.69642, 4.552)
7745	-9.572391940000017	-2.3768354291995006	0.6663607689845163	1.3890838906429452	(-10.7185, -8.39391)	(-4.87518, 0.246735)
5841	-7.374743475000011	-1.5098737792600014	0.32982046801748716	0.5999261435860727	(-7.957, -6.76095)	(-2.67452, -0.434396)
5154	-10.263552210000006	-0.13966452519424996	1.20670766652956	2.3073679173819377	(-12.3216, -8.00189)	(-4.12026, 4.83573)
1644	-8.618713037650007	-1.0797578424799992	3.603014167959332	4.916749901402535	(-14.2, -1.50159)	(-9.87711, 8.7015)
8334	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5085	-8.07223694	-0.6087648351825001	0.41845970373374825	0.7611021041566424	(-8.83416, -7.27117)	(-2.13692, 0.806348)
1667	-10.47602657999998	1.5077640859974981	1.0853217995710778	1.9610217401369023	(-12.4371, -8.45213)	(-1.90005, 5.27119)
3312	-9.596770117289985	1.913365564560001	4.431787297788215	4.248792447558624	(-17.5565, -1.43557)	(-6.10875, 9.65905)
1746	-11.32303373280001	3.283893489644501	4.217725682828003	3.8673372766192116	(-18.897, -3.54941)	(-3.63088, 10.8195)
4892	-11.5185243193	8.95754215439999	3.848607176154347	3.7158632365926474	(-17.7978, -4.25953)	(2.05089, 15.592)
8325	-7.479441819999995	-1.053271774214999	0.3584341496986408	0.6938366500492554	(-8.11691, -6.78169)	(-2.41605, 0.179853)
5582	-8.57098023650002	0.5231547345700001	1.8764172312871674	2.7368875266847645	(-11.5542, -5.28258)	(-4.16543, 6.0526)
4864	-5.583661789999997	-0.01935645004649998	0.22177858914578732	0.40956740166507677	(-5.98625, -5.1488)	(-0.774661, 0.736545)
3847	-10.805480611000002	0.11732879966000008	2.1010615634578667	3.0656651127181385	(-13.9622, -6.95626)	(-5.25947, 6.84225)
3526	-8.055370050000015	-2.490860221760005	1.2149808592052782	2.555189396170882	(-9.98097, -5.59582)	(-7.02996, 2.35108)
696	-10.079732880000002	-0.8456011473625004	0.7775948548552812	1.5174432149010233	(-11.4356, -8.64911)	(-3.7598, 1.97094)
1069	-12.065610645350018	-2.9186481458245006	2.9555540590049585	4.511127632164951	(-15.9399, -5.8549)	(-11.9119, 5.36953)
6054	-10.094161214999989	-1.1425259320549992	0.5955188196540675	1.1756441067628798	(-11.153, -8.98319)	(-3.10307, 1.22703)
820	-11.894771623999983	2.2664746754350014	2.0435330187746445	2.4745669566638515	(-15.0912, -8.07153)	(-2.34876, 7.08428)
8319	-11.429223085000016	1.243314041434999	3.4575432835086564	3.638104946772716	(-17.1772, -4.98327)	(-5.43408, 8.20081)
8576	-10.661933966549984	-2.083452470249998	2.946794236475904	4.730925571459334	(-14.8913, -5.03259)	(-10.8598, 6.91953)
6042	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4106	-10.904461224500006	-4.733644216810005	1.4321954268386283	3.9710443479676716	(-13.224, -8.43709)	(-12.3346, 2.74224)
5360	-10.01899779000002	-0.2974840677849998	0.38381091937882145	0.7033429966126874	(-10.6979, -9.27602)	(-1.48455, 1.12735)
1125	-6.299523638499991	-0.6350651073000005	3.0696673972764206	5.092161158287719	(-11.3804, -0.0307961)	(-10.2049, 8.748)
3421	-11.35614221	0.16011369917499985	0.910609155296012	1.645360310604923	(-12.8701, -9.66571)	(-2.58937, 3.5375)
6439	-9.483339637499991	-2.2727927411310076	2.7011650599839925	4.966155256533665	(-13.7265, -4.33092)	(-11.6869, 7.12009)
2657	-6.643484849999997	-0.5501658268073997	0.24966728829700024	0.46747748222165547	(-7.11106, -6.18937)	(-1.47484, 0.261485)
4863	-10.092451090000008	-0.15651865087120015	0.6280490113913972	1.2520432479554175	(-11.188, -8.89911)	(-2.58399, 2.03812)
4263	-11.95769930699998	2.732313999607001	2.6374558516766884	2.9564961128312355	(-15.5122, -6.40443)	(-3.27537, 7.8806)
4487	-9.902805818649991	0.910410335500001	3.268926439105246	3.83577913102478	(-14.984, -3.62174)	(-6.37377, 8.00334)
6604	-5.65219805999999	-0.5683081376499989	0.19105781682526476	0.3540821620248477	(-6.02657, -5.30542)	(-1.22461, 0.0860083)
1563	-9.42557923000001	1.3835631509770017	0.5269747047627682	1.019141910143204	(-10.3955, -8.42885)	(-0.362718, 3.41496)
2704	-10.622050240000014	1.3880971205100028	0.8191006047053331	1.5385066942129042	(-11.9929, -9.08782)	(-1.44596, 4.25499)
2551	-10.252562298249975	0.4998027615199993	1.677840529549027	2.5872129786394313	(-12.7147, -7.10004)	(-4.07055, 5.78938)
5811	-10.984489489999977	-0.7145503461774997	0.5144064927298642	0.9710453909696906	(-11.8966, -9.99833)	(-2.48878, 1.16904)
766	-10.579682495500014	-2.0829320692000004	2.75355573528694	4.735727839362209	(-15.0668, -5.36645)	(-10.7864, 6.99819)
1982	-9.878103207499995	-1.299356658635	1.6105884500793533	2.979996995089935	(-12.45, -7.05675)	(-6.27294, 4.60735)
2747	-7.901732420000003	-0.396171797863	0.20963264753884026	0.3920779770114805	(-8.28145, -7.48919)	(-1.13832, 0.322212)
234	-10.194616874999994	0.4549297622299996	1.3494666661578885	2.1821611008623516	(-12.4129, -7.7804)	(-3.56685, 4.83446)
544	-9.223144879499992	-1.0808654408100014	3.659817745653744	4.934014733504829	(-14.7586, -1.8542)	(-10.553, 7.58952)
740	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
958	-9.719584575000018	-1.2885227390574978	1.634863006181044	2.71130054419508	(-12.0357, -6.30504)	(-6.27657, 4.15892)
5753	-9.703008334700005	-1.2887469730000023	3.2693487850621894	4.701078648032795	(-15.0556, -3.45141)	(-10.281, 6.93828)
4574	-9.985393706199993	5.745007451889987	4.3605465614523835	4.121001062442148	(-17.7623, -2.10868)	(-1.45694, 13.452)
402	-9.775786403664998	1.9802247294100044	4.6433056025335135	4.3415541845445835	(-18.6577, -1.85234)	(-6.50303, 9.66391)
6453	-12.542785184999993	-4.486654890639984	1.3827865761707268	3.7193453831941636	(-14.7697, -10.1402)	(-11.55, 2.83145)
7202	-9.30782557499999	-1.4802412029950023	0.3864253843971295	0.7233924820684444	(-10.0383, -8.60526)	(-2.783, -0.0826748)
3535	-9.362411330000011	-2.094803485640006	0.697026258739031	1.4182029303548194	(-10.4769, -7.96766)	(-4.7754, 0.401978)
8294	-10.699583819899992	0.009472443032000072	1.4911919117629393	2.3222250649779537	(-13.0596, -7.92061)	(-4.81347, 4.32172)
5251	-10.725745409999986	-1.2773703476460023	0.8731035962354817	1.759055864567594	(-12.3907, -9.2207)	(-4.34776, 2.38808)
4364	-9.777085373099979	-1.2432557310760002	3.5947515609968113	4.8826877062373875	(-15.4548, -2.89453)	(-10.6571, 7.35576)
2153	-9.401818965	-0.9223917389299996	0.6413714658180381	1.2519264988789407	(-10.4862, -8.18836)	(-3.04337, 1.51837)
7927	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4315	-8.138395924550009	1.466707050040001	3.197465129005015	4.021300044235169	(-13.5865, -2.29726)	(-6.24416, 9.19444)
1290	-10.971697415000023	0.3684724179515002	1.6540136416866913	2.5813696632875986	(-13.3739, -7.58811)	(-4.39336, 5.96131)
5818	-10.037210640000005	-2.17892330079	2.784387614840117	4.807262792162234	(-14.3084, -4.60376)	(-10.2924, 7.90878)
8379	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5674	-10.414435270000004	0.9516925097934981	2.728886096121422	3.3231971785411307	(-14.7117, -5.20843)	(-5.40837, 6.96441)
778	-7.550778080000014	-1.7418015088999992	0.23173232983166905	0.4340827737308836	(-7.97878, -7.10639)	(-2.59979, -0.98659)
1147	-9.178845005399987	2.155605168886	4.113518459992033	4.116369714352667	(-17.046, -1.90982)	(-6.07727, 9.65439)
7483	-8.747008400000007	-0.596157393885	0.25514917674693754	0.4744890532693958	(-9.24287, -8.28402)	(-1.52258, 0.252911)
576	-12.042982826000012	-3.643405689350005	2.077037834396303	4.241731871909904	(-14.7837, -7.78477)	(-12.1696, 3.90521)
1823	-11.284632990000008	1.3173155921428525	1.0642416438454	1.6455745563823012	(-12.9867, -9.21843)	(-1.62464, 4.58082)
6516	-12.140977960449996	-2.6795039677349983	2.626988760030291	4.455877645179684	(-15.9817, -6.92086)	(-10.8899, 5.54632)
1523	-9.86599774944999	-1.9383766486600005	2.729122911369921	4.704473729442701	(-14.0527, -4.35558)	(-10.7556, 6.67982)
8749	-9.595250312499997	-3.0130534432600014	2.29462077516512	4.743423031596542	(-12.8422, -4.91206)	(-11.2685, 6.31539)
1062	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
2762	-10.771095433000012	-0.43770632967054957	2.640197414056565	3.3803153331558127	(-14.4481, -5.86797)	(-6.82487, 5.72101)
3635	-8.405947870000006	0.3352127649549993	0.3867169060126064	0.72472535861225	(-9.11112, -7.66272)	(-1.00061, 1.69128)
6197	-10.261267224999978	-1.2353526424150019	0.9893967877837739	1.7124700476773136	(-12.0164, -8.61423)	(-4.53437, 1.94758)
5941	-9.774269730000002	0.28127894333499986	1.8404261670092685	2.8746324599257576	(-12.5368, -6.05581)	(-5.04442, 5.60299)
2511	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
7411	-5.992520885000013	1.0685869390000013	0.2253017737346218	0.42373778999438144	(-6.44035, -5.58893)	(0.230411, 1.81188)
867	-10.884025999999992	-1.2865473588049978	1.2115784355862407	2.3730437008948306	(-12.9098, -8.56512)	(-5.12773, 3.70594)
2964	-6.759070716000003	-0.8202041946949998	1.8009522870370775	3.306982659578826	(-9.82342, -3.51382)	(-7.00926, 5.23936)
1242	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5783	-9.84207112500001	-1.3157926424740016	0.575931180958008	1.0861630200218548	(-10.7996, -8.77496)	(-3.28524, 0.681775)
2734	-10.398075705000005	0.7171878704785001	0.5643583293781553	1.0480790442402006	(-11.3399, -9.31936)	(-1.0586, 2.71875)
389	-11.140812820000003	0.011874706920000096	1.7070975227829681	2.670701020893514	(-13.6057, -7.71118)	(-5.14585, 5.09988)
912	-8.713491580000014	-1.7911654265350017	1.4508144246414847	3.091172846193464	(-11.0402, -6.09603)	(-7.17378, 3.99231)
7541	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
783	-11.374358919999999	1.8896480210149997	2.015467608962207	2.8115103243944497	(-14.4231, -7.27864)	(-4.15486, 6.79112)
1216	-9.005822369350014	-0.9216201621849991	3.379941963774481	4.882940127220257	(-14.5399, -2.46888)	(-10.9248, 7.58926)
4032	-10.168376013999994	1.2584339834200018	2.307900615032072	3.0560765112736705	(-13.7172, -5.4566)	(-4.54481, 7.16018)
7582	-11.423499680000015	-0.6834569629449994	0.9420294345846086	2.031120023053803	(-12.9474, -9.52131)	(-4.4438, 3.08629)
1249	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
6640	-9.039617235000014	-0.7011727991050015	0.8692309951410526	1.6475980308406901	(-10.5458, -7.34806)	(-3.97457, 2.39198)
330	-7.342998225000004	-0.2683355667020002	0.2758151223087657	0.5012983424732255	(-7.80184, -6.78711)	(-1.16848, 0.739312)
7638	-11.000388724999969	-4.895092089264505	1.2653109676294694	3.738596632396528	(-13.0618, -8.69045)	(-11.368, 2.37078)
6308	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
4648	-10.814681860000029	-1.154820312575974	1.2081563289686648	2.406844250194494	(-12.8089, -8.5596)	(-5.62153, 3.41329)
2016	-9.577058349999994	-0.10346849607449997	0.3172070649444577	0.6071259898061001	(-10.1528, -8.98828)	(-1.24028, 1.00447)
6097	-4.897359180000003	-0.394901636851	0.11450488090482254	0.20973067631959114	(-5.11557, -4.69074)	(-0.777245, -0.0107128)
1153	-6.946565874999997	0.9654553530049983	0.43905311611413783	0.8118656615145057	(-7.69525, -6.08493)	(-0.417568, 2.68694)
5550	-10.891137030950024	-1.3586317448849992	3.351737342950359	4.881116463715552	(-16.2968, -4.61632)	(-10.1034, 7.92459)
3998	-8.027575921100015	-1.0818824206100008	3.2464531779479673	5.19582833107814	(-13.0245, -1.31846)	(-10.8638, 8.642)
2933	-9.995545971799986	-1.6571802815999974	3.6041562910904172	4.87083354286862	(-15.8448, -3.10172)	(-10.5951, 7.49626)
2831	-11.761173598000026	3.6037227385500024	2.7791731752813904	3.057615582787136	(-15.9514, -6.51265)	(-2.67876, 8.99692)
8010	-11.651913015900018	-1.6969406537164997	3.755776906078101	4.694962855756444	(-17.4481, -4.51066)	(-10.3261, 7.28259)
5586	-9.145316640099988	-1.2021238679349981	3.5806618311582112	5.020444364612427	(-14.9853, -2.51083)	(-10.7708, 7.74179)
7759	-9.096892183150002	-1.1535220325499995	3.69053488285611	4.901545757882324	(-14.8698, -1.77669)	(-10.6064, 7.92029)
8728	-9.52283717499999	0.32894032623849945	0.4354781501245148	0.8489384584016175	(-10.3957, -8.75545)	(-1.13001, 2.01519)
3671	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
8055	-10.518816624000003	-2.2783106863599984	2.7872581646114187	4.671767777299933	(-14.9439, -5.37862)	(-11.0937, 6.60927)
2996	-12.134958574999999	1.0262590754250016	1.24385644731312	1.9696120202892575	(-13.9801, -9.7696)	(-2.75248, 4.75143)
638	-6.594620713950007	-0.8482538250599989	2.944256555662575	4.903900460493394	(-11.5826, -0.965304)	(-10.2965, 7.92991)
4129	-9.421494665449993	1.4833007362255006	2.1505750755368704	3.016397034549076	(-12.6624, -5.47968)	(-3.84695, 7.65848)
4700	-8.878447121100011	-1.1069484258550017	3.2817673327634984	5.059322532490968	(-14.2764, -3.00846)	(-10.3991, 8.15698)
4134	-7.077731754349999	1.3937700332150025	1.7826204807118358	2.560834306422622	(-9.98496, -3.586)	(-3.62721, 6.19542)
1775	-11.086668180049987	-0.3962596835999988	2.4032417865228903	3.5204465839777064	(-14.4919, -6.23314)	(-6.58461, 6.63591)
7841	-9.256069689999999	0.7779573441654495	0.3302550615195834	0.6481961350665612	(-9.9023, -8.67171)	(-0.40904, 1.99412)
8519	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
2481	-9.036336820000008	0.4252662699522502	0.3242282421173202	0.6023578042384983	(-9.61074, -8.42805)	(-0.687499, 1.5448)
1326	-9.780486424599996	1.4305515461499985	2.807180412834149	3.404142799408458	(-14.3581, -4.42427)	(-5.07856, 7.79027)
2070	-10.238525495500001	-1.0014359074999997	2.431923477467412	3.6553479178137467	(-14.0198, -5.54026)	(-7.92689, 5.48191)
4707	-10.120414057999994	-3.0429920745349937	2.162971167870039	4.752438189609227	(-13.5422, -6.0369)	(-11.3846, 6.13411)
5068	-10.786704128600004	1.0573205858950017	3.2718998802348653	3.698587838419215	(-15.8918, -4.51879)	(-6.44014, 7.58719)
8760	-8.137650379999997	-0.02477664630049998	0.2154871036536888	0.3904287195984004	(-8.51849, -7.73113)	(-0.753021, 0.709042)
793	-8.084177764700005	1.2736214166850024	2.7594646041903457	3.4783593100090053	(-12.7243, -3.14066)	(-5.40469, 7.92336)
3477	-11.635981792000013	0.24210727336499968	1.5247660989059666	2.276898710602201	(-13.9058, -8.9452)	(-4.15143, 4.46122)
2120	-11.52106056	-0.8284864154400001	1.5763262582506137	2.661722068951127	(-13.7869, -8.71072)	(-5.63531, 4.21256)
64	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
3036	-9.087315205000001	-0.2850745710184998	1.314505695874254	2.5357783661775115	(-11.1382, -6.43208)	(-4.53581, 5.04227)
2403	-9.337413560000005	-1.7126002962150004	0.9580905006781595	1.98536639562019	(-10.8163, -7.21846)	(-4.99773, 2.42654)
1689	-10.672165299999993	-0.506647812503	0.8108529074355653	1.560261808429354	(-12.0489, -9.16729)	(-3.49567, 2.43081)
2905	-10.637820109999973	1.307551564469999	0.8037834847839858	1.5513080991919024	(-12.0055, -9.10314)	(-1.38784, 4.32298)
8684	-11.713700058274984	1.5768349702949993	4.7915274426647345	4.062619293485597	(-19.9207, -3.26523)	(-6.3603, 9.00619)
4372	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
3949	-7.795157300000007	1.1457665142600009	0.3082823590583966	0.5549944063816035	(-8.38259, -7.24683)	(0.151756, 2.23066)
6473	-9.167913974999992	-1.0425074384199997	0.9278480137958739	1.8813327812152068	(-10.8031, -7.4979)	(-4.42473, 2.52703)
2271	-7.494705975000008	-0.1981043363130002	0.1847031021216194	0.3206365769687073	(-7.80556, -7.11036)	(-0.775518, 0.428211)
171	-11.262491190599999	1.1906205386499988	4.874698526959355	4.075649051703143	(-19.4483, -2.02686)	(-6.49159, 8.65197)
8677	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
890	-9.127671442149994	-2.078640159079998	2.816538712929732	4.948565240201122	(-13.2992, -3.61449)	(-11.1636, 7.32237)
6246	-8.239921185000002	-0.6994391107854998	0.5764560968330941	1.0891959848787907	(-9.28658, -7.13057)	(-2.8671, 1.21807)
363	-9.795854742825005	-1.077483032249998	3.612019159387568	4.841374842523727	(-15.5095, -2.73626)	(-9.86229, 8.01507)
2803	-9.16434456999999	-2.079406067775002	0.9236589767517099	2.0598706066986563	(-10.8282, -7.54009)	(-5.71444, 1.96435)
8765	-5.829667714999996	-0.04172960731900001	0.2047980820032959	0.37064708324556617	(-6.19625, -5.45449)	(-0.682253, 0.712901)
6125	-11.173835343690003	-0.17917685287350005	2.642792408198286	3.2694911329397716	(-15.0971, -6.69344)	(-5.98516, 6.7156)
4979	-9.47542237495002	-3.007298109269999	2.2120606063816544	4.710335580996735	(-12.952, -5.05111)	(-11.3838, 5.97789)
2377	-10.697949529999994	-0.6595751017094995	0.5038652971363272	0.9324908792215727	(-11.5496, -9.6591)	(-2.44571, 0.946928)
3580	-8.43965048049999	1.6290050801309992	2.0221446509843437	2.902342028997785	(-11.8785, -4.76391)	(-3.80946, 7.12051)
6790	-10.612798410000023	1.1287031167009987	1.146925425456457	2.0410882164350936	(-12.5561, -8.48982)	(-2.45177, 5.08252)
1691	-11.661152269999995	1.1426878884500002	1.8044250733843314	2.586228823029736	(-14.5708, -8.33552)	(-3.8507, 6.21106)
222	-9.789814239999982	0.7110833933029992	0.552025003093177	1.0575081346670818	(-10.8211, -8.78028)	(-1.25073, 2.7636)
5194	-10.767628600000009	0.7724434359750002	0.4864463064125782	0.9154315838213054	(-11.5909, -9.79646)	(-0.976132, 2.43086)
4594	-12.093403724750017	5.561879439869995	4.173884304110424	3.933633833693526	(-19.5577, -4.58825)	(-1.77166, 12.6234)
8642	-6.3162561800000105	-0.8844925852084988	0.7034169459777808	1.3862141602486353	(-7.53135, -5.07992)	(-3.15716, 1.87647)
1256	-9.684706644144985	1.8138927593490015	4.834357178064494	4.187044132556121	(-18.1827, -0.333231)	(-5.46198, 9.86411)
2906	-9.440745929999999	-0.7737889697059991	0.9986143697933331	1.887836794536488	(-11.1854, -7.5864)	(-4.39871, 2.72162)
6511	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
7392	-10.591036785000002	-0.6518209677099983	0.6983947154621191	1.394715627875602	(-11.935, -9.31979)	(-3.11907, 2.20965)
6307	-10.152355414499997	0.6068996481900002	2.283276902744349	3.194320661377201	(-13.6328, -5.63639)	(-5.65778, 6.70115)
7860	-12.05587004499999	-1.364507506973002	1.1075449985765577	2.212541859510472	(-13.9514, -9.95885)	(-5.41262, 2.88917)
5717	-10.345438908594994	-1.2012329496000032	3.820488725253151	5.01073138906002	(-16.5188, -3.19958)	(-10.4721, 7.95341)
3276	-8.89748084499999	-0.5605098690294994	1.2709471036800999	2.420479841263016	(-11.1812, -6.51604)	(-4.68454, 4.16617)
2997	-9.184363972301506	1.600775637479	3.2290792369066406	3.7567914860191745	(-14.8012, -3.28915)	(-5.28634, 9.02251)
1019	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
8670	-9.121218081555012	-1.155961596194001	3.2610296250467368	4.926945680446159	(-14.4156, -3.00102)	(-9.72669, 8.24108)
8525	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
1060	-10.015140050000003	1.4844242173249975	1.4486801069722395	2.221325700973813	(-12.2057, -7.13173)	(-2.81564, 5.62568)
6173	-8.958358260699997	-0.997965500744999	3.502235764459885	5.07954034703361	(-14.1759, -1.91113)	(-9.64975, 9.28585)
7154	-9.540487090000017	0.006131895894999978	0.37871044251463654	0.7297473752479362	(-10.2163, -8.82229)	(-1.34086, 1.33054)
5560	-9.078890565000007	-0.4934566039315002	0.5252021683485618	1.0011566444022517	(-9.94349, -8.05115)	(-2.30639, 1.38793)
6548	-9.470597380000008	-0.3734634334650004	0.5055627868295253	0.9395103587048274	(-10.4279, -8.54591)	(-2.10412, 1.4588)
490	-9.88150920500002	-1.5312573011250001	0.7576268837158024	1.5667311990807924	(-11.196, -8.44662)	(-4.27518, 1.56645)
6089	-9.040399404999986	-3.870410073144999	0.9387566793338391	2.277416368889672	(-10.6827, -7.32282)	(-7.58956, 0.96461)
6505	-9.96342781149999	-2.281698668890498	2.71425418224132	4.946443185389007	(-14.22, -4.61753)	(-11.8195, 6.65348)
6559	-10.206240820000012	1.7108510778669974	0.8785087284322388	1.6214674505202766	(-11.7026, -8.42544)	(-1.31624, 4.85573)
8012	-9.542174925000007	-2.645735121500006	0.6139893976626098	1.2269212731941674	(-10.5866, -8.30109)	(-4.79113, -0.265307)
4283	-10.116129440000005	-1.7113306901950005	0.5284086118568533	1.0274954743892983	(-11.0828, -9.18223)	(-3.64118, 0.109553)
5644	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
5254	-9.800731450500011	0.285725244535	2.0544148813778316	3.1907044206223807	(-13.0551, -5.84141)	(-5.4447, 6.85207)
1658	-12.724721491945015	-0.970349431450002	6.007907085975266	4.7789165316467415	(-22.453, -1.65407)	(-9.57111, 8.16113)
6189	-9.426471380000015	-0.1413693609185	0.3215784054910958	0.588800322320344	(-10.0206, -8.8203)	(-1.22038, 0.945741)
7382	-10.549942504999999	0.20768272520400027	1.0942023207850886	1.9293523609794438	(-12.2524, -8.3964)	(-3.32423, 4.0382)
3472	-9.726252635000009	-1.4137002749650014	3.7170856040088416	4.996322486713182	(-15.2418, -2.23543)	(-9.78717, 9.46911)
6699	-9.759455154000035	-0.9503334891700003	2.374166331368141	3.692591258371424	(-13.3505, -5.05451)	(-8.09378, 6.01397)
6315	-11.95496901499998	2.0373310465699994	1.0345289583682427	1.7191914093533696	(-13.7197, -10.0738)	(-1.3189, 5.1451)
3481	-9.433655915000017	-0.48695022965300067	0.3980628415474911	0.7330648534238284	(-10.1077, -8.64025)	(-1.91772, 0.835961)
1076	-9.036768944249987	-0.9015518239499994	3.491828060390844	5.0794265370112	(-14.5508, -2.27201)	(-10.8618, 8.07443)
3497	-8.141618426649993	-0.9175380435550012	3.3709904590915283	5.037619669715544	(-13.6527, -1.52385)	(-10.2728, 8.84668)
7966	-11.958126411500007	-0.3686758770750005	1.9195418821827885	2.9143631033542485	(-14.6926, -7.87762)	(-5.46469, 5.65214)
7050	-10.43257326520001	1.754507008676496	4.62242927486789	4.049845521201901	(-18.4532, -1.44157)	(-5.83421, 8.95054)
7158	-10.581167422	1.5946072121850006	4.6489374916948485	4.093107141215406	(-18.8108, -1.42318)	(-6.43668, 9.12885)
2399	-9.883798311599977	0.921577232318001	2.2166988213336296	2.963851908822629	(-13.04, -5.4556)	(-4.26995, 7.04402)
1973	-7.253063347799993	-0.005238374495499988	2.9468255189704142	4.038322215287676	(-12.0418, -1.71001)	(-7.22732, 7.75546)
7078	-10.606773164999996	-1.6278153855014987	1.0356139293532758	2.219985375822938	(-12.3629, -8.52748)	(-5.27883, 2.91034)
