FeatureID	ratio	min	max	label_name	cat
5995	1.61689556475	0.421029	2.70526	mtb  5995  m/z  400.34 Suspect related to Spectral Match to Valprolylcarnitine from NIST14  	MAFLD
6824	1.68101772895001	0.479023	2.82839	mtb  6824  m/z  309.28 Suspect related to 2-Linoleoylglycerol  	MAFLD
2212	1.697409158495	0.627889	2.87253	mtb  2212  m/z  432.28 Suspect related to Spectral Match to Hexaethylene glycol from NIST14  	MAFLD
4782	1.743183282675	0.401845	3.20414	mtb  4782  m/z  359.29 Suspect related to cis-12-Octadecenoic acid methyl ester  	MAFLD
4167	1.75358066858	0.131223	3.38775	mtb  4167  m/z  407.28 Candidate Tetrahydroxylated bile acid (delta mass -18.0105; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00006581917, 3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid) 	MAFLD
2208	1.8457085805	0.767153	2.91091	mtb  2208  m/z  415.25 Suspect related to Spectral Match to Decaethylene glycol from NIST14  	MAFLD
6674	2.0734279716	0.33874	3.83283	mtb  6674  m/z  307.26 Spectral Match to Linolenic acid ethyl ester from NIST14 	MAFLD
2065	2.20975637365	0.86587	3.46538	mtb  2065  m/z  388.25 Suspect related to Spectral Match to Decaethylene glycol from NIST14  	MAFLD
2067	2.263354865	0.956186	3.57188	mtb  2067  m/z  371.23 Suspect related to Spectral Match to Decaethylene glycol from NIST14  	MAFLD
1800	2.749086576165	0.487236	4.91208	mtb  1800  m/z  344.23 Suspect related to Spectral Match to Decaethylene glycol from NIST14  	MAFLD
3490	2.8290722453815	0.648978	4.80235	mtb  3490  m/z  589.3 Suspect related to Urobilin  	MAFLD
1546	2.84863501362949	0.503452	5.69702	mtb  1546  m/z  407.24 FruLeuIle 	MAFLD
5751	3.023115293165	0.409161	5.66824	mtb  5751  m/z  482.36 Suspect related to Massbank:PR310846 LPC 18:1  	MAFLD
5931	3.45658974405	0.253765	6.43881	mtb  5931  m/z  400.34 Suspect related to (R)-4-((3S,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid  	MAFLD
6098	3.780589022	1.83229	6.3405	mtb  6098  m/z  426.36 Suspect related to Massbank:RP025602 Stearoyl-L-Carnitine|stearoylcarnitine|3-octadecanoyloxy-4-(trimethylazaniumyl)butanoate  	MAFLD
1953	4.18266597256501	0.818432	7.69486	mtb  1953  m/z  310.17 Massbank:PB006006 Sinapine|2-[(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxyethyl-trimethylazanium 	MAFLD
5472	4.75441593470499	0.568502	8.70207	mtb  5472  m/z  442.35 Suspect related to Spectral Match to Oleoyl L-carnitine from NIST14  	MAFLD
4572	5.34913061115	1.68417	8.67187	mtb  4572  m/z  386.29 Suspect related to Spectral Match to Lauroyl L-carnitine from NIST14  	MAFLD
5202	5.90975775545	0.126591	11.3619	mtb  5202  m/z  494.32 Suspect related to Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14  	MAFLD
5307	6.9694990838	2.01503	11.8353	mtb  5307  m/z  416.34 Suspect related to Spectral Match to Acetyl-DL-carnitine from NIST14  	MAFLD
4892	8.95754215439999	2.05089	15.592	mtb  4892  m/z  786.36 Rifaximin (Xifaxan) 	MAFLD
