FeatureID	Taxon	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
af59875f7699b66370290675c08385eb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__	0.996779693703477
6a5cded3ddc0e50ff18d7f48cdbd9819	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	k__Bacteria	 p__Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__	0.999933361788613
af4fd07a19035add3a54f4fd0cc11352	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__	0.985747776142846
ce853530a47df67f5b724cb0fe2891b2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__	0.97471701512354
25db275d636a9e81070ead8dcf9825cd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__[Ruminococcus]	 s__gnavus	0.978901532965507
704094b22aaa1350d06750f2d8f0d199	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.934029458660009
ab4a8723e7360cd7210a03fa5a8746ab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__	0.888189683927165
c0ed23c557f91e06a4dd4891e6cf396c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__	0.992881644047105
4ab830d23bf8ff1288c71ec460dcff0d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999979522719082
0c74ca25a9308a033fb0ed82924ba42a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.995867006461927
3008058d9758761fb9975d832d7a035e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__	0.986264064695081
fa20a29ff6175a1161b783b0bf8828e9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__	0.999786751861232
04413eac1a09d22731c8595296390012	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.997266146067687
15cc901b48a765eb9dbdf0bc9dcd2693	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__	0.950788317891153
a3280899647d3143dbca89c709fe6992	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Aerococcus; s__	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Aerococcaceae	 g__Aerococcus	 s__	0.970195674661929
3f12e48024b6de8c440f0c4688a912f7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.833785462101164
7d0b7091d8fdb78fcfc3b0a0ea1c4ccf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.963253238611666
cbcfd6279669d3819e9c39e16196432b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__	0.999525046552833
7807f01e982015f10d6810bd5503ffb3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__	0.804054775846399
4a87a908f766fffca0ec166d921728a7	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Olsenella; s__profusa	k__Bacteria	 p__Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__Olsenella	 s__profusa	0.764110033129869
d1c1529acbbd977e6219701a664424f0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__[Ruminococcus]	 s__gnavus	0.98850568819482
252b2620ee96f08d9563ddd148a75214	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__	0.998426790077219
e32f283ff0b4e236db9c0fe5b1327de7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__	0.759536045486677
7afad510480d5932f7772b32e6940a14	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__	0.708334521399477
f93d4475e6e833f785632216000980b0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999999707082818
65bc2b52d9d09bde0d63aadfcffa450f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.983528250978678
967a7958406dfe8af43d80a02afd05b9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.991061250458391
c00c83c580e045a0d3ea7e5522c30e83	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__	0.999786448698034
4de3e3ffe8a202493c805781b3d1a8b6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__	0.85545505561203
cf2a1ada6c3c022bb23cad6042362f74	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999998572832032
0bc4a7dd51dc09d0fad32ee694f3da67	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	k__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__S24-7	 g__	 s__	0.999816500053899
57bb0243cf4bafbb2a58563e4ffc5784	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.827622404669729
9bff23f8801c672512e436a313d71936	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999980854943373
ff308f2d6524527d5bdcb6d015f6c305	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.99637392589573
fc5b974c574daac4bdd7fa5c979638b3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.882518276611293
fb5bb9f96b621105396c4ca16f6da979	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.995926802504013
fa5c6396b901dff5b3cdfcea9ae95574	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__[Ruminococcus]	 s__gnavus	0.954612237767501
7879b0a4cf6cc150ae4bb79e4280b160	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	k__Bacteria	 p__Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__	0.998597417417574
aab240d0a0136723b0baf549ab17991a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.974795927496349
cc925f743eceb951ff4885ab338c2616	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__	0.998355153032364
7a20f7055ca2c7462cfa6a7aef16ec28	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	k__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Enterococcaceae	 g__Enterococcus	NA	0.83357281287641
f51397633e0abb45f23ba1f201160fa9	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	k__Bacteria	 p__Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__Adlercreutzia	 s__	0.996875064685377
5da16e540fda86adaac9eb06815c21ba	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	k__Bacteria	 p__Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__	0.99999873157318
d668e4f5e90f0528802daf46d52faa08	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__	0.880246591516367
0160e14a78b18b903618f11bc732746e	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	k__Bacteria	 p__Verrucomicrobia	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Verrucomicrobiaceae	 g__Akkermansia	 s__muciniphila	0.999999999987395
8377226d76d7f5a7c9236dcb849c8112	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.84288982883325
9bcb91b3b0c1baf12e64d29022c37491	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999988800856078
f813645238ce6b4b8506d2b1a4731626	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Shuttleworthia; s__satelles	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Shuttleworthia	 s__satelles	0.771416987137868
539a09fd38d77c88a4106bfb58700d62	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Dehalobacteriaceae	 g__Dehalobacterium	 s__	0.999959713599687
3ce49f483a3d71fdaf94e92286d60064	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.729650606101236
719b9254db7c26cbd23e23a2fb73c260	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__	0.702688557133423
d13dddb8f756f25d11fa819bd5b300fb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	NA	NA	NA	0.999998717944555
9b513b14e81757bb9537e723bdaa1468	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__[Ruminococcus]	 s__gnavus	0.992041504476752
61bd53c2c3d58f776ce467483ae37749	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.842455919670766
bcf592a81039a3e154b3349b1f449910	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__	0.921092947183083
12acee2733a9b1812345a148d7a0419f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__	0.999640275833284
e4b17cd558b8590655cb6236bf15ac2a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.955957001275149
52d91eec9a3edd8d02de70d0fd281c6d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__	0.708432141025676
864fb808c26f29d79c123613d0d15fab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.95833974291414
5b6e5073c89e5617b7227481b62fcbee	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__	0.991969766451046
6068d4fee0a8ef3ada060bf7b5599fe9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium; s__	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Dehalobacteriaceae	 g__Dehalobacterium	 s__	0.999971266384584
68f783c6b2194d858a2a6a8045b1a500	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	NA	NA	0.933039396085732
