FeatureID	13L.T1	13L.T13	13N.T1	13N.T13	14L.T1	14L.T13	14R.T1	14R.T13	15L.T1	15L.T13	16R.T1	16R.T13	17N.T1	17N.T13	17R.T1	17R.T13	18L.T1	18L.T13	18R.T13	20N.T1	20N.T13
2006	490071.7419	254409.3834	359963.2937	175199.4173	482376.1669	309003.4122	879231.3388	232596.0079	2580267.544	395040.8829	412486.5339	269723.3629	262898.097	84596.96758	586870.055	150185.5266	419374.5313	237547.7997	96162.80042	1410749.628	146984.0928
2007	69719.72778	75472.91158	9259.109183	23683.65608	2637.583874	21740.44015	7732.979891	4092.723144	51031.32561	55112.1009	8376.297228	6998.350767	9454.758942	7134.351318	23685.50141	3961.920207	6011.156339	1642.326643	8791.266444	39909.21037	7525.280787
2008	8669.223944	50269.52639	14215.684	5518.678084	16047.86119	15886.65398	11367.06333	5432.218631	36964.39719	49076.35143	6197.207687	7837.728911	14806.26699	14051.97637	26846.83537	4574.471541	9180.012508	8737.413479	24376.62114	29763.77186	7771.894359
2009	9930.106616	5965.133273	7560.9551	3131.143287	2746.177798	5453.229151	6214.154777	1129.361676	8548.791219	4327.21168	2052.287234	1278.877037	2044.468486	515.43217	2215.437071	589.7719597	989.4466869	2352.508697	619.5921866	21992.02261	566.4171683
2010	1958967.249	1660703.703	394912.7398	280968.8668	258348.9598	426845.5779	302607.8068	69008.9429	1175008.991	357083.5581	134235.3536	235691.8377	161489.7766	40756.29895	57461.72598	30291.00644	118096.6554	49595.19347	98280.14579	1722998.416	42695.57986
2011	300238.502	228298.5859	105997.7818	85622.64051	72000.4145	84851.53117	95414.30061	17378.16997	180141.7951	129932.1216	50834.62498	61852.57632	41056.62958	25333.69532	87990.44007	41004.06981	66957.40222	36433.86282	64619.73315	213104.4573	21992.45234
2012	442807.8913	371737.0551	377332.9325	175976.0461	220704.6533	217712.3439	161563.6619	70531.90836	270875.0801	269976.035	100782.0792	134092.6083	129262.5634	129883.6018	341250.0136	115414.4685	136598.8569	138927.9445	336211.9353	192853.9805	79993.94648
2013	70853.512	87932.63536	134239.9482	51627.4342	148777.8843	468473.4828	133685.0151	42881.68306	183815.2844	209460.9061	78731.75306	134358.0317	93556.37684	178564.3828	254649.8743	92576.05491	79401.97043	28251.92183	68477.12741	10093.26366	8249.254672
2014	1862.983753	3861.248211	607.0973098	846.1950924	1380.450119	2634.197324	2930.845676	1084.820331	4978.416253	7434.446873	1207.866698	1776.319545	1685.348775	525.816385	2146.763004	370.0421622	490.6428522	577.6321632	3083.942932	2071.885217	2117.077725
2015	90295.83077	96400.47554	42802.06343	24085.02066	17031.46765	19886.01835	11860.24422	9031.657027	47978.62157	32422.13289	27797.43019	21134.39865	24072.05127	12468.89985	47687.97749	8715.351426	5460.301858	4033.51984	18950.80167	42219.74324	8763.817538
2016	275869.8207	320090.0349	175615.5331	119671.1588	256474.3913	194737.3208	197542.7928	82171.49716	352636.8823	181945.3707	89152.19014	64012.84293	79156.54232	56238.40852	274093.2418	40364.91674	68539.04942	24199.64887	83700.82856	196602.7581	37544.60904
2017	120035.4018	191755.3023	2713252.989	168867.5982	105873.903	49668.9097	116851.8659	71309.62504	15296.08084	94330.31563	242068.7353	92700.20703	42071.33101	2849.979797	3437.310839	14735.72138	23448.27318	11273.1528	11174.681	32459.39696	3710.985055
2018	2916932.74	1796506.838	653173.1393	408373.5873	407533.7345	174887.5502	359152.4949	100516.5493	1097938.606	591597.431	275154.7703	167315.3383	169113.1461	39801.07392	439803.1463	8599.116544	110605.7121	41278.75713	32913.57007	982663.6031	44274.47422
2019	147077.8664	227963.3095	243404.1295	716526.4507	271783.6486	458720.954	482686.298	202685.6951	696145.2059	622426.3979	210325.3158	328301.0231	97081.82973	12295.81095	203854.963	5149.666594	78353.43712	33261.27622	112853.3301	833984.732	13147.73773
2020	277992.812	263923.8056	37959.09518	63521.40834	3844.866796	18668.93089	5815.601223	8600.207365	10001.27678	43066.93861	28934.90698	30394.51637	27052.22251	7870.013407	64268.11503	12928.38588	32992.24582	9682.794265	21038.68328	96492.27103	33155.46024
2021	38989.84512	17705.00205	4724.448487	11427.19892	5997.672026	4853.92794	2003.725782	756.1946823	13649.27776	31655.41167	3002.964216	3188.961479	3267.589232	580.1651474	10950.83613	601.2582164	1980.174179	456.4292885	1143.997447	17385.79145	489.506792
2022	304531.0533	721687.7327	225389.9664	169173.6492	154008.5525	156426.3838	77457.19502	79752.49428	120196.5773	524660.6908	84673.58743	192348.9537	24289.89383	31275.02151	302746.0245	30102.59831	24777.76852	23129.17415	41089.99865	205360.8894	19453.55491
2023	538.1453605	700.312891	1078.052758	897.2392792	1969.574871	388.1865255	1951.280268	1734.102711	715.6416988	2311.808452	945.8019633	685.1405843	667.5104473	1073.783073	463.5554937	998.9651357	800.4299044	500.4447939	1096.189545	692.6148792	596.0080786
2024	63681.13714	9642.225154	11920.24312	17438.26084	13092.32306	14648.57909	8299.783363	32304.90077	22632.50341	60567.94181	3004.726151	22546.56156	7345.88322	4088.73325	23706.60727	2236.760127	5805.116317	6706.425633	3170.95892	10084.41066	4408.59739
2025	5870313.099	4745204.012	387309.7473	343125.1557	203618.6251	250726.7583	361658.9758	93066.44942	4733168.114	223220.3496	129185.9258	91652.83086	89668.77027	42219.71761	179238.6954	17385.66021	118794.729	58205.70985	35271.58764	4593461.197	47784.04124
2026	40158.07099	77122.36155	44359.5843	44267.57484	57512.69506	23249.15105	36760.6955	9886.616105	70137.96401	107401.2652	14408.53672	9424.420086	22250.43917	15232.71669	103309.6926	21512.32426	15752.10469	4854.492276	10099.89846	96263.39624	8768.162014
2027	450544.6042	296439.5182	150951.034	57763.17947	111383.4789	59850.34889	81815.44939	19724.1219	385191.5737	191295.322	58966.16305	56787.66532	32767.8519	11309.19922	121752.7399	8159.314665	47775.53005	19298.91256	13792.03861	338600.5576	11884.42475
2028	401003.7779	84735.35098	147740.641	18010.99983	80058.01405	43925.42551	14400.82673	8074.012087	170719.9573	49658.49208	11641.04253	14224.97191	29156.44466	9448.126921	44252.75293	7958.124702	12491.78401	11529.94439	5990.116176	153215.7257	9051.743404
2029	161693.8856	76646.40291	199351.0764	139185.9852	182207.2165	143974.1482	269349.4048	115372.2361	415587.2626	128690.9758	158727.4981	96115.89971	152241.7321	134991.2704	528808.194	133755.3576	90671.61594	137240.0004	150592.8584	155929.723	116679.5936
2030	344474.0603	1245288.726	423892.4836	99210.6047	259404.8537	120321.2637	254129.5091	49511.49223	616118.2154	137356.1943	13876.71295	35116.60493	143394.0756	32519.0406	519177.2363	43318.00586	49796.20385	20614.21228	36843.18614	132557.7964	39200.99256
2031	95812.10648	185410.0108	196614.5113	166017.9809	172198.6042	136580.6474	142911.8434	101203.9466	238042.0428	237517.7692	87087.63875	128248.6389	153426.9249	156450.3059	230291.2531	81046.23042	49081.69799	65736.45038	76541.39942	365349.5359	112687.8098
2032	146590.1684	46045.03785	139476.0322	48276.95343	90963.59999	63961.46114	36587.4604	15068.28289	63308.75578	76063.39697	65154.93318	34620.12983	3135.488867	0	19961.70848	4148.00525	7346.340041	1584.465995	2972.808244	22433.28124	7972.164107
2033	10737.38715	2252.791217	9571.008148	2821.016811	4858.769371	10932.9837	4244.174385	5014.599529	5331.09596	22405.35586	5407.355942	16976.10383	626.6979028	833.1520718	4017.382967	1737.523218	2823.750056	1616.89869	4035.519492	1463.393377	1078.451794
2034	2839.810637	2350.813514	0	0	1604.724161	5938.760706	1350.936295	3775.823891	2383.121851	2975.492712	2098.380563	0	3687.70938	1623.141375	1897.810676	1457.150894	2090.081192	973.3553923	2790.322858	1841.314916	613.4014925
2035	32337.81717	30558.04872	31727.15096	17064.30599	12856.4587	16329.73081	9465.756087	7068.206242	70118.65055	39646.22588	14273.80271	6785.03546	11832.42949	2512.908337	61044.76454	3060.054011	5462.569998	1462.500867	5127.181605	41322.62584	4325.870218
2036	6766347.277	3324361.434	1630920.32	960618.9441	2446857.495	321669.0264	788777.9166	110737.6726	4288356.504	780338.7117	358333.2534	250472.7662	401605.779	395839.8653	5336349.825	141410.7956	383775.3121	264759.4447	518407.4458	3694879.183	101738.844
2037	549476.1604	281629.7074	184525.8409	116634.6529	195916.1984	152912.2327	117947.2014	24032.16695	665427.5514	154912.9455	149433.3871	35006.46978	234600.8	69028.91371	720830.9833	41638.20313	112721.7407	15422.97839	97681.67074	717052.0554	42929.57518
2038	0	0	0	1032.886302	0	1748.715016	776.6336186	785.5853475	0	0	0	0	0	0	3665.352716	0	0	734.0870873	1783.909945	0	445.7972404
2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2040	98270.52181	71354.18678	51481.46933	15770.03717	36920.59079	24104.62752	89856.41158	20240.71884	116274.1704	77078.22698	29972.79978	18868.49452	115308.5024	29866.65711	224469.0548	28214.07265	10579.89706	5519.189727	56376.63266	75038.0595	21406.16416
2041	48794.60972	15373.17416	337698.5146	12616.10176	127275.7382	63138.46351	26688.86017	5223.942146	59963.09517	50306.83448	38016.16687	18588.32446	37659.42227	35370.28644	291962.5016	45400.59045	17272.27061	25872.95149	101055.6932	106312.3972	23803.28403
2042	16342.0346	3465.775211	14065.07302	30028.17846	21663.02296	27505.37727	10415.66418	19041.53154	24023.81667	5793.565287	2736.343411	7133.241068	3088.442207	1911.215099	11555.97533	10286.15008	5281.41853	3942.804092	11506.50571	7515.927318	6447.290229
2043	18985.6989	55793.24195	18247.18146	22308.54536	6234.777562	21544.05079	14968.37292	2489.805667	17581.32987	14376.44258	2736.343411	7133.241068	4280.622355	10455.66878	20726.65389	4033.702264	1935.733858	2183.721356	11506.50571	20044.45811	1449.665544
2044	489123.068	204912.393	130274.2156	85693.8207	100552.5164	46085.50783	272987.544	42129.25717	85377.0624	85433.01686	110744.724	51599.00812	109660.5436	74640.93278	256534.6057	122166.7809	67744.4172	19858.47613	148781.3692	94409.07818	21353.18549
2045	816053.3132	1000968.026	443579.3387	378649.0865	612164.4649	341543.8591	555415.8365	120881.4642	1378427.472	807381.3273	123619.9609	186838.7554	394293.8828	99084.82549	1287924.908	81339.09332	210307.4748	82005.83026	287116.2869	1194873.256	97974.64257
2046	206957.9084	182724.85	128432.6602	111557.397	167692.6394	36078.2953	89365.64511	84807.35407	236385.4827	170527.0419	94313.67399	30944.92958	168590.5588	87919.17009	331119.113	100356.0248	91513.29825	24291.94464	181414.7135	159911.817	93526.706
2047	9004.252156	24080.40518	19634.93429	8806.157882	17784.25689	2718.311501	11748.88169	1444.106739	87546.48841	28418.57953	845.6991748	1511.586331	1654.162115	575.8317877	2327.345457	1166.158985	0	907.8107845	4155.70657	16269.22979	3160.807196
2048	655209.5487	85276.74174	280962.886	28605.91636	208216.3879	58782.86753	147926.4976	45565.49162	588893.5872	165968.231	117900.6312	48599.0105	150919.9017	36241.33814	804761.9763	40784.26926	89526.78594	6041.174427	74414.53788	628238.6814	102247.6735
2049	5417.004102	1815.790194	2373.087281	4746.56614	0	0	0	438.1505405	0	0	0	0	838.150942	0	10520.69226	0	0	0	509.8122792	0	0
2050	255243.7246	203798.0809	100946.2276	30417.71296	154575.7865	43274.38656	246772.3052	59174.31937	215604.3479	59574.74325	39957.85893	26826.04339	224729.5333	65842.47822	343504.1326	27485.77894	14366.33882	7550.276372	47603.88808	156775.276	36378.69825
2051	76959.3342	108161.832	54418.16722	85851.25618	30191.22863	43166.08046	34011.24596	15257.88255	46650.60537	31869.84183	28910.88295	31159.56154	75579.25959	29720.45997	115130.0248	28136.64097	13654.62468	23707.72593	46518.97474	113276.1333	15415.27927
2052	1059748.663	1277940.565	737910.2838	179093.0465	513446.9301	98744.86171	165865.6141	90107.18431	559308.2543	166834.527	84495.81409	211143.2603	639663.7672	176897.1269	1311838.136	133497.6911	63881.15542	39637.79149	182525.9646	617577.2704	61946.74833
2053	20400.16061	51974.98664	8110.301576	46455.63873	33207.68675	17640.45527	28237.14981	5840.769598	179775.6022	152510.5749	7195.627744	23564.52691	1134.532587	962.6665392	5389.140927	1405.936411	1739.470618	1267.294721	2847.095621	24063.7216	4166.841241
2054	1035687.351	818077.4222	557380.5799	199115.2225	371093.611	248430.6486	350426.9885	172925.5649	600875.7811	415547.3341	275339.0396	290950.8786	718243.3787	340330.8123	717270.4236	167790.5776	81913.93549	139506.3433	495272.4548	623556.5646	241788.4486
2055	1049.242466	2418.48304	893.4753469	660.962813	854.3791042	670.7278442	853.6836096	1146.905944	834.8451839	514.0616579	0	1111.314878	474.0151639	500.9684359	646.7230125	368.8996074	1253.039959	848.7397719	1092.178611	455.618056	640.8401258
2056	57201.88326	72318.37034	40161.23028	20782.35464	45008.54207	34547.32676	29249.73301	9925.027766	42829.16531	55090.54553	11720.58514	23690.7637	28513.64267	15202.57208	35752.14987	16082.79012	21904.63854	9744.905893	42180.25731	36390.67713	7497.039882
2057	141929.8422	107103.1513	61411.39321	57457.60253	113507.2933	57037.63884	66659.47656	27679.34086	293291.8765	168198.6715	10733.40147	21733.72095	38875.84491	10445.18949	15362.65916	4362.378527	48184.18255	16326.67532	14716.81873	108141.1615	4100.834079
2058	77733.24655	122154.7833	63823.88462	26865.9836	124140.468	77692.03056	59782.9023	27168.41643	103566.2244	92864.25868	27301.60976	24330.67828	36641.39588	33095.82946	100581.7708	25799.86898	38528.06145	26229.42931	64572.30261	66233.91431	21305.33823
2059	42460.40292	12269.2443	32919.07102	4649.415365	20420.63584	3466.893378	19768.46842	1892.503921	47496.27206	4835.764148	2198.947293	588.7010875	13615.48517	3142.343222	28804.69647	3491.96389	5710.56744	4904.491746	8639.031227	19691.36413	1002.359344
2060	169422.6965	57564.98856	120854.2121	51083.34419	56707.43829	39899.63168	155986.0523	17994.09495	343445.191	161490.9637	27573.16417	40215.4238	281163.0706	105476.5035	831289.6207	38828.71209	30100.54847	9991.446441	176935.8126	301949.1659	41762.59157
2061	96123.86483	58787.35289	41408.01686	102389.6744	213800.1366	136140.899	3410.382201	47894.59748	99574.4981	44208.33398	12069.81307	51850.4266	20029.91712	2634.301076	41749.36131	15546.00098	33421.5942	18058.72105	12175.91734	78420.15217	18044.37746
2062	11106.88985	5656.101625	49510.17923	3887.014061	3550.208561	8749.828674	4280.721493	2608.439622	7742.501949	14004.85614	2172.621558	2566.701254	7749.939218	6215.667785	12267.69133	8182.400896	10452.43115	1625.031306	6298.24017	17619.3652	6856.866581
2063	193516.259	222434.1106	174452.9868	29716.25631	141791.673	55489.79565	118776.5696	29216.54172	115693.0369	132543.3735	42446.07867	41921.01674	67569.23714	37982.50821	184233.4368	23786.25074	18708.49402	24789.80997	108515.03	146723.303	16000.55066
2064	233704.393	268527.7076	70965.62652	58226.05822	273052.9056	81099.98409	38679.43408	12332.5617	114245.7858	70423.62578	65875.09277	91038.86353	71571.76481	88703.63778	195901.9493	80964.22063	89541.55021	8435.017224	43448.09459	242004.6724	14573.32959
2065	1510374.014	1501334.085	1654980.31	115149.3132	251171.1941	148410.8206	73532.39932	127505.6532	106654.2107	281463.7701	29527.57309	236596.0047	267521.8776	93656.82696	1121873.324	66519.42592	154103.7612	22016.19336	326421.6059	205371.2516	39573.0881
2066	3577351.061	371536.4436	392656.1867	262649.4753	130547.9655	426863.029	189291.0987	154824.0039	182497.5718	345879.0669	244186.7401	203873.4682	825040.3381	132603.916	1401009.711	141590.5181	124990.7123	68278.87633	283902.1537	281100.3606	89788.63147
2067	9049.797284	24379.68029	33291.9887	9909.438214	5884.231703	3430.019905	18682.70805	5238.648349	15826.65382	13511.85281	2045.717339	4865.592045	11796.10738	2509.668827	16992.23353	859.8912289	1343.909823	1090.515881	9258.440363	17675.45602	1291.332853
2068	41224.97914	9637.625382	12883.49235	15058.83239	33184.02354	14362.55803	22051.25509	8521.954324	21055.44649	11579.91496	4144.883767	8604.951505	10127.55818	3545.90237	17318.91778	7137.475743	4270.0354	2686.317635	7598.604242	23413.8695	7922.50974
2069	519282.3503	765659.3894	223665.7133	102902.2917	192275.2442	66517.30792	99405.22272	31313.70729	503534.9782	240020.4623	51751.42297	60715.57056	126110.6639	10238.33649	511531.4777	24624.14006	20811.33531	32619.35346	47355.64515	459774.8429	6373.112951
2070	82157.60129	73093.2953	62920.10454	6654.373672	27057.89986	12110.07301	17278.21044	9103.092348	44385.60657	37649.18186	12576.05361	24724.61438	57136.07172	14360.27098	87900.58135	6849.82359	4276.077717	3435.019765	20961.87998	81924.14716	9580.07026
2071	78276.58815	181620.6871	58044.42094	29245.54242	48051.56379	37011.63158	41351.54377	23172.09723	131037.2644	88037.49477	11906.52676	14650.36794	26223.92032	13291.69154	327673.6409	9117.031332	8759.524504	5784.400465	39874.22983	126472.2377	19166.76049
2072	0	0	0	0	0	0	0	0	0	413.1525672	0	0	0	0	0	0	0	0	0	720.4673717	0
2073	93699.32206	86926.11741	44519.15765	9485.678535	18107.47966	21102.33854	12532.94429	3490.158842	106831.3745	23715.9885	7861.894808	4842.157962	30366.45174	9719.3632	91511.68025	3099.037697	4322.474082	3417.125798	53694.97121	69768.37917	6984.689913
2074	3790.942444	4394.25759	5625.799002	2134.875026	2536.642359	2433.852518	1917.532377	1672.871666	2507.990597	3351.730846	619.9382587	3206.993677	888.510152	585.7636118	2145.013662	1015.781525	1272.769494	1072.369074	778.869073	1389.427014	1220.899457
2075	656025.4938	706923.2377	1021899.841	121247.8106	402266.4116	206855.8987	112595.3926	63771.45618	401080.1793	209227.7021	133326.4427	130679.5877	401592.9958	68171.65456	762295.4245	74706.14728	100721.1865	28711.65066	289163.1413	424303.7682	58781.3889
2076	121339.901	27213.68507	69014.62678	32380.50283	97618.80456	39506.22291	156199.1235	24477.21789	280677.1714	65330.17345	31446.14441	26057.96012	20189.67088	5597.114339	49365.97774	15501.95292	23919.33301	8761.65309	20361.61672	184867.0139	27196.43522
2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2078	66036.80313	101130.4587	68182.82007	49384.4111	93551.05028	53918.95438	141188.1816	41286.01759	83987.50141	144989.2139	52895.39399	68002.29896	28324.96943	10676.08797	58962.6834	28239.1176	78543.94246	35977.82964	19777.76603	203739.0533	33779.82786
2079	25565.79149	46334.76703	49992.93223	14671.10119	16038.07642	50416.10746	47298.1596	13077.73287	51384.88639	35272.64821	21288.17701	15227.65358	39913.1525	15422.38203	23083.02903	21662.8908	41570.84736	12628.47431	95111.80795	21825.92112	16929.58887
