Name	FeatureID	mz	RT	Compound_Name.x	LibraryQualityString	SharedPeaks	LibraryName	MQScore	MassDiff	MZErrorPPM	Adduct	IonMode	mtb_group	ratio	min	max	cred	cat	collection_time	disease_stage
4128 m/z 436.5751038 unknown	4128	436.5751038	4.030399167	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2209 m/z 786.3463514 unknown	2209	786.3463514	3.344048665	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1039 m/z 376.1004968 unknown	1039	376.1004968	1.805085725	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4239 m/z 589.2862823 unknown	4239	589.2862823	4.375487084	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2875 m/z 1353.632934 unknown	2875	1353.632934	4.389141855	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4196 m/z 511.3123932 unknown	4196	511.3123932	4.91469365	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3877 m/z 562.8208985 unknown	3877	562.8208985	4.061969104	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3953 m/z 262.1108209 unknown	3953	262.1108209	4.690451244	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2492 m/z 887.2376828 unknown	2492	887.2376828	5.5977462	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1231 m/z 879.3811636 unknown	1231	879.3811636	4.642355592	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1177 Suspect related to Massbank:PR303395 NP-006989(12)  unknown	1177	565.1555716	2.704462937	Suspect related to Massbank:PR303395 NP-006989(12) 	Insilico	16	lib-00053.mgf	0.885634	0.000549316	0.971975	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1381 m/z 259.0662259 unknown	1381	259.0662259	6.9785984	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4204 m/z 526.246933 unknown	4204	526.246933	7.8929654	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3626 m/z 490.2908141 amines	3626	490.2908141	5.182779472	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2158 m/z 499.2796466 unknown	2158	499.2796466	8.24425772	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4436 m/z 799.5116153 unknown	4436	799.5116153	6.984630725	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1487 m/z 606.317215 amines	1487	606.317215	3.974771837	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2872 m/z 941.8707602 unknown	2872	941.8707602	7.987462921	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3712 m/z 470.3265122 unknown	3712	470.3265122	5.007815186	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2858 m/z 640.442258 unknown	2858	640.442258	5.159116427	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2259 m/z 493.4000077 unknown	2259	493.4000077	4.098163113	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1014 Suspect related to NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match]  amines	1014	337.1547714	5.153384134	Suspect related to NCGC00169550-02!(E)-3-(4-hydroxy-3-methoxyphenyl)-N-[2-(4-hydroxyphenyl)ethyl]prop-2-enamide [IIN-based: Match] 	Insilico	6	lib-00053.mgf	0.930112	0.000213623	0.633605	[M+H]+	Positive	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4498 m/z 293.0210166 unknown	4498	293.0210166	3.985683798	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1413 m/z 352.1213708 unknown	1413	352.1213708	3.876192811	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1221 m/z 791.4552316 unknown	1221	791.4552316	5.61538177	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4243 m/z 594.3093804 unknown	4243	594.3093804	9.6276824	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4471 m/z 496.3478583 fatty acids & other lipids	4471	496.3478583	7.719421164	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1201 m/z 621.3763706 unknown	1201	621.3763706	7.86146009	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1433 m/z 439.1864774 unknown	1433	439.1864774	3.012189122	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2639 m/z 855.2319144 unknown	2639	855.2319144	5.607106731	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4162 m/z 476.2751729 unknown	4162	476.2751729	5.4683009	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2842 m/z 554.2170728 amines	2842	554.2170728	2.250553939	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2868 m/z 849.370747 unknown	2868	849.370747	4.597842049	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4135 m/z 442.2546977 unknown	4135	442.2546977	4.30751486	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3529 m/z 509.1077894 unknown	3529	509.1077894	5.035063802	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2972 m/z 286.0896539 unknown	2972	286.0896539	6.518256216	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3638 m/z 615.3355452 unknown	3638	615.3355452	6.336339839	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4091 m/z 402.2020109 amines	4091	402.2020109	4.340627509	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2925 m/z 549.1366719 unknown	2925	549.1366719	4.980176955	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2870 m/z 895.504875 unknown	2870	895.504875	7.265256578	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3645 m/z 652.4263333 unknown	3645	652.4263333	6.87985505	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1420 m/z 381.0572221 unknown	1420	381.0572221	3.921936754	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1489 m/z 620.3195275 unknown	1489	620.3195275	6.833823314	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3686 m/z 446.2518745 unknown	3686	446.2518745	5.555647986	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2811 m/z 432.2724462 unknown	2811	432.2724462	7.72580502	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3143 m/z 822.4245372 unknown	3143	822.4245372	4.166372553	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1215 m/z 737.8811893 unknown	1215	737.8811893	2.95137941	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4260 m/z 627.2977498 unknown	4260	627.2977498	6.494339238	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4277 m/z 705.7549778 unknown	4277	705.7549778	5.872439667	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1503 Suspect related to Massbank:PR310683 Soyasapogenol B base + O-HexA-Pen-dHex, O-C6H7O3(DDMP)  unknown	1503	893.4891013	6.674431597	Suspect related to Massbank:PR310683 Soyasapogenol B base + O-HexA-Pen-dHex, O-C6H7O3(DDMP) 	Insilico	14	lib-00053.mgf	0.779636	0.00195312	2.18595	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3513 m/z 292.1712437 unknown	3513	292.1712437	2.753221933	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1104 m/z 458.1381895 unknown	1104	458.1381895	4.814393788	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4379 m/z 391.2877874 unknown	4379	391.2877874	4.205860628	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3628 m/z 498.3589096 unknown	3628	498.3589096	7.732259498	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1242 Suspect related to Massbank:PR304301 Soyasaponin Ba  unknown	1242	943.5257357	5.872496762	Suspect related to Massbank:PR304301 Soyasaponin Ba 	Insilico	20	lib-00053.mgf	0.836609	0.00170898	1.81128	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1385 m/z 276.0689155 unknown	1385	276.0689155	6.9779748	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4062 m/z 388.21499 bile acids	4062	388.21499	7.547527706	NA	NA	NA	NA	NA	NA	NA	NA	NA	bile acids	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
980 m/z 307.0576346 unknown	980	307.0576346	4.092316677	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1057 m/z 415.2227605 unknown	1057	415.2227605	3.428108039	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1173 m/z 555.3663815 unknown	1173	555.3663815	6.930205714	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4373 m/z 331.0273308 unknown	4373	331.0273308	4.463248981	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4035 m/z 366.5297089 unknown	4035	366.5297089	3.5298414	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
996 m/z 323.0585848 unknown	996	323.0585848	3.724227497	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2260 m/z 493.400108 unknown	2260	493.400108	4.129178662	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3173 m/z 832.5470426 unknown	3173	832.5470426	5.900735124	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2627 m/z 488.3119411 amines	2627	488.3119411	3.485459732	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3863 m/z 521.7206492 unknown	3863	521.7206492	2.78645896	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4247 m/z 598.8068568 unknown	4247	598.8068568	3.66291215	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4040 m/z 371.1271408 bilirubins	4040	371.1271408	4.599446378	NA	NA	NA	NA	NA	NA	NA	NA	NA	bilirubins	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3523 m/z 371.6710505 unknown	3523	371.6710505	2.807154277	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3346 m/z 425.1892003 amines	3346	425.1892003	5.127104501	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1483 Suspect related to Spectral Match to 6''-O-Malonylglycitin from NIST14  unknown	1483	593.1862646	4.103677152	Suspect related to Spectral Match to 6''-O-Malonylglycitin from NIST14 	Insilico	6	lib-00053.mgf	0.927342	0.000305176	0.514469	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4072 m/z 393.7396774 unknown	4072	393.7396774	4.6215072	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4058 m/z 383.3995183 unknown	4058	383.3995183	10.0603495	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3809 m/z 600.2079942 unknown	3809	600.2079942	4.480815076	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1218 Suspect related to NCGC00380668-01_C48H78O18_(3beta,5xi,9xi,22beta)-22,24-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid  unknown	1218	767.4577348	6.13957424	Suspect related to NCGC00380668-01_C48H78O18_(3beta,5xi,9xi,22beta)-22,24-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid 	Insilico	16	lib-00053.mgf	0.816478	0.00128174	1.67011	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4309 m/z 802.7122635 unknown	4309	802.7122635	2.316707195	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3306 m/z 714.8909791 unknown	3306	714.8909791	3.493932138	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4435 m/z 638.2738089 unknown	4435	638.2738089	9.532895986	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3640 m/z 629.3504708 unknown	3640	629.3504708	6.903948941	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4511 m/z 569.1654729 unknown	4511	569.1654729	5.71247748	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1133 m/z 488.7717705 unknown	1133	488.7717705	3.035694428	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3123 m/z 387.2984053 unknown	3123	387.2984053	5.789081312	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3648 m/z 839.4757825 unknown	3648	839.4757825	10.17695307	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2902 m/z 375.1107941 unknown	2902	375.1107941	5.150831822	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3746 m/z 646.8175008 unknown	3746	646.8175008	5.590344456	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4090 Suspect related to Spectral Match to Acetyl-DL-carnitine from NIST14  carnitines	4090	400.3418155	7.216624933	Suspect related to Spectral Match to Acetyl-DL-carnitine from NIST14 	Insilico	8	lib-00053.mgf	0.858208	0.00219727	5.48844	[M+H]+	Positive	carnitines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4283 m/z 750.3820496 unknown	4283	750.3820496	5.108629817	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1222 Suspect related to NCGC00380668-01_C48H78O18_(3beta,5xi,9xi,22beta)-22,24-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid  unknown	1222	797.4682056	6.040231223	Suspect related to NCGC00380668-01_C48H78O18_(3beta,5xi,9xi,22beta)-22,24-Dihydroxyolean-12-en-3-yl 6-deoxy-alpha-L-mannopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->2)-beta-D-glucopyranosiduronic acid 	Insilico	20	lib-00053.mgf	0.884102	0.000183105	0.229609	[M+H]+	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1202 m/z 624.4472819 unknown	1202	624.4472819	6.128249062	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1228 m/z 853.4943492 unknown	1228	853.4943492	6.651091222	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2374 m/z 340.0849672 unknown	2374	340.0849672	3.716433657	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2116 m/z 431.2177331 unknown	2116	431.2177331	3.101897696	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4096 m/z 406.7551117 unknown	4096	406.7551117	4.36653895	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1089 Suspect related to Massbank:PR311024 Diferuloyl putrescine  amines	1089	443.2175056	3.8415767	Suspect related to Massbank:PR311024 Diferuloyl putrescine 	Insilico	10	lib-00053.mgf	0.940295	0.000488281	1.10167	[M+H]+	Positive	amines	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4289 m/z 794.5560506 unknown	4289	794.5560506	6.925087625	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2192 m/z 561.4000036 fatty acids & other lipids	2192	561.4000036	6.599699148	NA	NA	NA	NA	NA	NA	NA	NA	NA	fatty acids & other lipids	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
3999 Candidate Dihydroxylated bile acid (delta mass -56.1324) unknown	3999	337.1671917	9.284802256	Candidate Dihydroxylated bile acid (delta mass -56.1324)	Insilico	8	lib-00052.mgf	0.826564	0.000305176	0.905116	M+H	Positive	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4299 m/z 1036.580189 unknown	4299	1036.580189	5.9464993	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
4161 m/z 473.8850555 unknown	4161	473.8850555	3.81849275	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
1212 m/z 702.3507916 unknown	1212	702.3507916	7.237880982	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.20116804461	-9.67323	8.31539	not_credible	Non_NASH	ZT13	Wk 7
2246 m/z 424.2823389 unknown	2246	424.2823389	9.649946332	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.2004504261765	-0.782559	0.376444	not_credible	Non_NASH	ZT13	Wk 7
3521 m/z 356.1525842 unknown	3521	356.1525842	3.749087982	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.200108414491	-2.46623	1.90933	not_credible	Non_NASH	ZT13	Wk 7
3350 m/z 449.1996407 amines	3350	449.1996407	4.601377416	NA	NA	NA	NA	NA	NA	NA	NA	NA	amines	-0.199781813665	-6.72341	7.15138	not_credible	Non_NASH	ZT13	Wk 7
4111 m/z 421.3171505 unknown	4111	421.3171505	6.630608738	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.19928131207	-7.4354	7.24498	not_credible	Non_NASH	ZT13	Wk 7
2118 m/z 434.2750998 unknown	2118	434.2750998	5.725237046	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.1991898716215	-1.36981	1.17126	not_credible	Non_NASH	ZT13	Wk 7
1074 m/z 437.3014377 unknown	1074	437.3014377	5.855708584	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.1991338540635	-1.07367	0.725173	not_credible	Non_NASH	ZT13	Wk 7
3278 m/z 416.3370634 unknown	3278	416.3370634	7.765050285	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.19847154009975	-0.887742	0.520478	not_credible	Non_NASH	ZT13	Wk 7
3285 m/z 478.7620071 unknown	3285	478.7620071	2.39197052	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.198263347007375	-8.29492	7.99981	not_credible	Non_NASH	ZT13	Wk 7
1848 m/z 394.3164219 unknown	1848	394.3164219	8.197691149	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.19777711069325	-1.06155	0.627746	not_credible	Non_NASH	ZT13	Wk 7
3300 m/z 560.3439901 unknown	3300	560.3439901	5.419810226	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.1967480728	-1.21846	0.669287	not_credible	Non_NASH	ZT13	Wk 7
950 NCGC00381248-01!4-oxododecanedioic acid fatty acids & other lipids	950	262.1649364	3.791217096	NCGC00381248-01!4-oxododecanedioic acid	Gold	10	lib-00051.mgf	0.836337	0.00012207	0.465624	M+NH4	positive	fatty acids & other lipids	-0.196624065604	-0.751903	0.357985	not_credible	Non_NASH	ZT13	Wk 7
1348 Candidate Tetrahydroxylated bile acid (delta mass 88.9949; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; buddy atomic difference: 11C, -5H, 3N, -5O) unknown	1348	514.2838063	3.209319398	Candidate Tetrahydroxylated bile acid (delta mass 88.9949; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; buddy atomic difference: 11C, -5H, 3N, -5O)	Insilico	11	lib-00052.mgf	0.865272	0.000915527	1.7802	M+H	Positive	unknown	-0.196207135948	-0.895974	0.468139	not_credible	Non_NASH	ZT13	Wk 7
3918 m/z 192.138303 unknown	3918	192.138303	5.449634076	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.195962143375001	-0.959792	0.584749	not_credible	Non_NASH	ZT13	Wk 7
296 m/z 430.1896253 unknown	296	430.1896253	3.153909125	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.19590057953365	-1.11145	0.763795	not_credible	Non_NASH	ZT13	Wk 7
2095 m/z 404.3007887 unknown	2095	404.3007887	4.98004043	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.19575293984305	-0.808033	0.451667	not_credible	Non_NASH	ZT13	Wk 7
4 m/z 165.1274591 unknown	4	165.1274591	3.559652724	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.195044243068	-0.974678	0.532757	not_credible	Non_NASH	ZT13	Wk 7
2134 m/z 459.0775535 unknown	2134	459.0775535	1.816850263	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	-0.194474562815	-8.76118	8.99803	not_credible	Non_NASH	ZT13	Wk 7
